"Pathway","R2mean","R2median","R2sd","V1VE"
"Microvillus Assembly (GO:0030033)",0.999250685029297,0.999237346130515,0.000376111122992231,0.999575388167307
"Microvillus Organization (GO:0032528)",0.999348269771887,0.999357907333184,0.000300379759241622,0.99959217362754
"Midbody Abscission (GO:0061952)",0.988517787884141,0.989827694177421,0.00474350672764319,0.99766875226607
"Mismatch Repair (GO:0006298)",0.989632810451618,0.99026643537897,0.0041687715947899,0.995813097923427
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)",0.994960254237783,0.995117383558053,0.0010773066327595,0.999194510565813
"Mitochondrial DNA Metabolic Process (GO:0032042)",0.997034535863099,0.997133014554637,0.00116527523230539,0.998240220861678
"Mitochondrial RNA Metabolic Process (GO:0000959)",0.946269468613173,0.954749008337523,0.0263301403825333,0.989936590563294
"Mitochondrial Calcium Ion Homeostasis (GO:0051560)",0.996320978908889,0.996217356629078,0.00108768863740753,0.998177873445629
"Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)",0.997265593039268,0.997359084294029,0.00171542555943148,0.998675145582693
"Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)",0.981557367120633,0.981901089226629,0.0058708530704918,0.996248543494329
"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.992586945467944,0.992422130342283,0.00146062954778853,0.998932012110665
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",0.998085507195289,0.998201223973577,0.00092473328526638,0.999708895992561
"Mitochondrial Fission (GO:0000266)",0.992488652985627,0.993521486815333,0.00389380217065344,0.996497516298853
"Mitochondrial Fusion (GO:0008053)",0.989506570509934,0.989859143042065,0.00491516541607528,0.995374941574182
"Mitochondrial Gene Expression (GO:0140053)",0.982002867535676,0.981711949078074,0.00341080226355019,0.996366208894979
"Mitochondrial Genome Maintenance (GO:0000002)",0.97164328780272,0.973452792868959,0.0138213625340414,0.990224896570767
"Mitochondrial Membrane Organization (GO:0007006)",0.993564258168257,0.993764256297298,0.00178492291215489,0.996985088114455
"Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)",0.992473872137268,0.992418972266189,0.00181603596929895,0.998375673666596
"Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)",0.991475214420152,0.991414859599107,0.00141577633068681,0.99791296146027
"Mitochondrial Translation (GO:0032543)",0.982674265863879,0.982984128563753,0.00364881992564373,0.996536548198372
"Mitochondrial Transport (GO:0006839)",0.99441838981956,0.994383343702188,0.000501634560401337,0.997697630150951
"Mitochondrion Disassembly (GO:0061726)",0.992420336154232,0.992540577981145,0.00251143155934098,0.996954226249266
"Mitochondrion Distribution (GO:0048311)",0.972289504613924,0.976295215206686,0.0183854365227687,0.987444717732841
"Mitochondrion Transport Along Microtubule (GO:0047497)",0.998533903532897,0.998868958006012,0.000889986425198236,0.999120588591835
"Mitophagy (GO:0000423)",0.991876916197251,0.991531811483491,0.00337041404981616,0.996657396895477
"Mitotic DNA Damage Checkpoint Signaling (GO:0044773)",0.99285011213632,0.993586835849824,0.0016289665062342,0.995901035473611
"Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)",0.991657103363871,0.994184503338309,0.00613330050612363,0.995769749759788
"Mitotic DNA Replication (GO:1902969)",0.992247959656793,0.993066023115321,0.0040522985460328,0.994948896275592
"Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)",0.999098505068362,0.999189756468362,0.000408765298082294,0.999378864511801
"Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)",0.99551198480432,0.995766707584393,0.00219182338505587,0.997790604259762
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)",0.988158076899918,0.98848812613927,0.00224824724608051,0.993579220707829
"Mitotic G2/M Transition Checkpoint (GO:0044818)",0.986188186701173,0.986041299479892,0.00313215122383257,0.993160894529376
"Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)",0.975279268937514,0.976830631790549,0.00698934528047443,0.990852341973139
"Mitotic Cell Cycle Phase Transition (GO:0044772)",0.994507957339253,0.994464190534096,0.000880303543267648,0.99687841568481
"Mitotic Chromosome Condensation (GO:0007076)",0.985146610131833,0.989447405118198,0.0126575878612041,0.991888067202915
"Mitotic Cytokinesis (GO:0000281)",0.997286793617157,0.997303599925167,0.000731148225971969,0.998326851223218
"Mitotic Cytokinetic Process (GO:1902410)",0.993345729687784,0.993933729414728,0.00282335838769237,0.998107018003858
"Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)",0.977529010027756,0.981768986053797,0.0110951490958242,0.988584448624807
"Mitotic Metaphase Plate Congression (GO:0007080)",0.991471855430651,0.991770592652748,0.00176648693544919,0.996531830527666
"Mitotic Nuclear Division (GO:0140014)",0.997087347962845,0.996980818344867,0.000529549967399774,0.998213193630918
"Mitotic Recombination (GO:0006312)",0.971341573166233,0.97578498883443,0.0159141202758849,0.989163483587007
"Mitotic Sister Chromatid Cohesion (GO:0007064)",0.981524457220398,0.979056933731694,0.00943404078669434,0.992785845778041
"Mitotic Sister Chromatid Segregation (GO:0000070)",0.994368412377066,0.994697766312595,0.000939310108741515,0.997131113446768
"Mitotic Spindle Assembly (GO:0090307)",0.993632347722351,0.99383122389712,0.00232655716835959,0.996661551486495
"Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)",0.994825103071344,0.994685419162385,0.00150635506842199,0.997261475158426
"Mitotic Spindle Checkpoint Signaling (GO:0071174)",0.994825103071344,0.994685419162385,0.00150635506842199,0.997261475158426
"Mitotic Spindle Organization (GO:0007052)",0.995226774277462,0.995237650234267,0.00105574353187422,0.997366542129759
"Modified Amino Acid Transport (GO:0072337)",0.9297050235023,0.933329452404514,0.0419219726816629,0.96701349610174
"Modulation By Host Of Symbiont Process (GO:0051851)",0.992129023584096,0.993298248734471,0.00361651488921144,0.996527941533805
"Modulation By Host Of Viral Genome Replication (GO:0044827)",0.999084521652758,0.999085046813772,0.000335561183317867,0.999423184331992
"Modulation By Host Of Viral Process (GO:0044788)",0.998591370276517,0.99881926599479,0.000809302597927313,0.999139339066813
"Modulation By Symbiont Of Entry Into Host (GO:0052372)",0.9795459866843,0.976261757480518,0.00688507096124236,0.990733535744242
"Modulation Of Chemical Synaptic Transmission (GO:0050804)",0.988527570558839,0.988093209632677,0.00340702315390588,0.992564886887468
"Monoatomic Anion Transmembrane Transport (GO:0098656)",0.946483630527722,0.9633272678552,0.0354401028674711,0.972995354849068
"Monoatomic Anion Transport (GO:0006820)",0.99519449145757,0.995959771189377,0.00311337830369632,0.996972248967884
"Monoatomic Cation Homeostasis (GO:0055080)",0.990431137519889,0.990600123995902,0.00359395466659983,0.994165983261299
"Monoatomic Cation Transport (GO:0006812)",0.997923920299212,0.998300623138475,0.00128389613941499,0.998453678973379
"Monoatomic Ion Transport (GO:0006811)",0.995296722974426,0.995608163033378,0.00165355368053133,0.996852813573642
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)",0.996029942352949,0.996242973673055,0.000954474552336993,0.997456188224282
"Monocarboxylic Acid Catabolic Process (GO:0072329)",0.952187664832367,0.965681426871182,0.0320875250095575,0.980647771733205
"Monocarboxylic Acid Metabolic Process (GO:0032787)",0.996739567174078,0.996916849349537,0.00106725375937888,0.997864983606038
"Monocarboxylic Acid Transport (GO:0015718)",0.957187036627956,0.95995506903644,0.0230660503189934,0.9762810234901
"Monocyte Chemotaxis (GO:0002548)",0.999621475072436,0.999738075800217,0.00047100254913647,0.99970238145882
"Mononuclear Cell Differentiation (GO:1903131)",0.99677264950577,0.997065590484622,0.00194595315195357,0.997768706173015
"Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)",0.996042250428364,0.996742595513328,0.00124382470704197,0.998003758481455
"Monoubiquitinated Histone Deubiquitination (GO:0035521)",0.996042250428364,0.996742595513328,0.00124382470704197,0.998003758481455
"Monoubiquitinated Protein Deubiquitination (GO:0035520)",0.993863978601838,0.993526530767961,0.00206650824818433,0.997219236565454
"Morphogenesis Of An Epithelium (GO:0002009)",0.998595309181511,0.998678041142783,0.000850326890159406,0.99904353509321
"Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)",0.953228508001769,0.961176590784753,0.0387947769332334,0.976239309524005
"Multivesicular Body Assembly (GO:0036258)",0.98854198032453,0.989491292582234,0.00557904984848534,0.996863891634832
"Multivesicular Body Organization (GO:0036257)",0.98835051635455,0.989545601766096,0.00563496187580494,0.996797385046177
"Multivesicular Body Sorting Pathway (GO:0071985)",0.992669802631256,0.993425236957976,0.00280108644796005,0.997431372582932
"Muscle Cell Development (GO:0055001)",0.997216957882547,0.996788449565714,0.00118034598012543,0.997919462063277
"Muscle Cell Differentiation (GO:0042692)",0.995236844391791,0.996244060189833,0.0033308352806209,0.997581656557171
"Muscle Contraction (GO:0006936)",0.998525950771962,0.99864985384632,0.000379361449636855,0.998938586076879
"Muscle Organ Development (GO:0007517)",0.99500750073731,0.995023536167184,0.00216237408051189,0.99683645463214
"Muscle Tissue Development (GO:0060537)",0.999250654031184,0.999416232469811,0.000466118083454687,0.999463419151823
"Myelination (GO:0042552)",0.998481740092151,0.998534222818232,0.000666162699138935,0.998924600320379
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)",0.985833104817231,0.98640773805431,0.00830678727690294,0.992336501724563
"Myeloid Cell Development (GO:0061515)",0.996032543714709,0.996609922427992,0.00225702419832864,0.997774362242483
"Myeloid Cell Differentiation (GO:0030099)",0.999351100042502,0.999390077928827,0.000192348449138857,0.999560282595294
"Myeloid Dendritic Cell Activation (GO:0001773)",0.999103002779486,0.998938183005635,0.000422068726531829,0.9994043410481
"Myeloid Leukocyte Differentiation (GO:0002573)",0.997958045397272,0.998039812911846,0.000715004417909055,0.998673284930208
"Myoblast Differentiation (GO:0045445)",0.998673077847699,0.998426779386715,0.00065968603196441,0.999087586099379
"Myofibril Assembly (GO:0030239)",0.993736669720559,0.994619248794342,0.00526373137964476,0.996152368538548
"Myotube Differentiation (GO:0014902)",0.962316444668535,0.965097757523868,0.020420105242909,0.978273693948314
"Natural Killer Cell Activation (GO:0030101)",0.998352420030324,0.998407214432155,0.000765846283565854,0.998907253335004
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)",0.998728967952158,0.999087678408436,0.000770619313863885,0.99926574692887
"Natural Killer Cell Mediated Immunity (GO:0002228)",0.997929999903674,0.998617964462126,0.00164490014110294,0.998650353378105
"ncRNA Catabolic Process (GO:0034661)",0.973883023270377,0.974470924368697,0.00617143455712884,0.990885869917776
"ncRNA Metabolic Process (GO:0034660)",0.989384167548954,0.990654292907048,0.004912172881946,0.994378114256438
"ncRNA Processing (GO:0034470)",0.999576405306182,0.999584358360427,7.67711646691653e-05,0.99975459742736
"ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)",0.989216383571132,0.988143237087076,0.00514425299520938,0.995512540226723
"Negative Chemotaxis (GO:0050919)",0.999215757730477,0.999610799421741,0.000824840945008143,0.999405487555923
"Negative Regulation By Host Of Viral Transcription (GO:0043922)",0.982144508045278,0.989451016850355,0.01492407965066,0.995535582359126
"Negative Regulation Of ATP-dependent Activity (GO:0032780)",0.986557396672865,0.989606932866526,0.00947237604659317,0.992668116310386
"Negative Regulation Of B Cell Activation (GO:0050869)",0.998141868604113,0.998668684203441,0.0012726806998114,0.998747721463234
"Negative Regulation Of B Cell Proliferation (GO:0030889)",0.964282825787938,0.971213739631435,0.030150413205003,0.978437961205078
"Negative Regulation Of BMP Signaling Pathway (GO:0030514)",0.997436625881067,0.997262859691642,0.000734349424815065,0.998222057490279
"Negative Regulation Of DNA Binding (GO:0043392)",0.997749592923618,0.998173287411041,0.00113792293002926,0.998864739910971
"Negative Regulation Of DNA Biosynthetic Process (GO:2000279)",0.998473322880742,0.998314107246996,0.000570547236826149,0.999055700154916
"Negative Regulation Of DNA Metabolic Process (GO:0051053)",0.999391828672299,0.999407572740683,0.000169475604284991,0.999594738239595
"Negative Regulation Of DNA Recombination (GO:0045910)",0.986819109457249,0.987572820820285,0.00561462886726197,0.992964960519123
"Negative Regulation Of DNA Replication (GO:0008156)",0.998363655659472,0.99849707324125,0.000909652089261634,0.998951740421122
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",0.994671375870222,0.995017824875963,0.00250842656907403,0.997658318032359
"Negative Regulation Of ERBB Signaling Pathway (GO:1901185)",0.988327620930398,0.990221719295539,0.00692432812218278,0.994998642592214
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)",0.997711663635087,0.997484088293311,0.000845240898567899,0.998661510835035
"Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)",0.996463268563459,0.997070258210189,0.00221305184814186,0.998127459450563
"Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)",0.99614138871277,0.995971813183205,0.00154654116116167,0.997680868713492
"Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)",0.972734766983976,0.976334676570918,0.0101188125057853,0.990048223679376
"Negative Regulation Of GTPase Activity (GO:0034260)",0.995167862568888,0.995796019905125,0.00245544569450641,0.997012893103117
"Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)",0.992818129169991,0.99344545631961,0.00315982067834516,0.996309783442385
"Negative Regulation Of JNK Cascade (GO:0046329)",0.996717798531004,0.996610188975249,0.000608903950881128,0.998255355733334
"Negative Regulation Of MAP Kinase Activity (GO:0043407)",0.995783992895432,0.995917196324741,0.0011933436149257,0.997348321884109
"Negative Regulation Of MAPK Cascade (GO:0043409)",0.996823446607084,0.996952927980478,0.000847096376612135,0.998095208929144
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)",0.999090154983841,0.999119619194087,0.000239704928054309,0.999357786699662
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)",0.999713746929432,0.999700556168677,0.000127353396972322,0.999793227607909
"Negative Regulation Of Notch Signaling Pathway (GO:0045746)",0.991215853199672,0.990921885096395,0.00331197334815657,0.994566254393637
"Negative Regulation Of RNA Biosynthetic Process (GO:1902679)",0.99419034960954,0.995674555569415,0.00349257765575564,0.996397230569617
"Negative Regulation Of RNA Metabolic Process (GO:0051253)",0.99977994664304,0.999801668494478,0.000122643659796476,0.999852894914735
"Negative Regulation Of RNA Splicing (GO:0033119)",0.99923177705688,0.999202616170573,0.00027423155725835,0.999658786004733
"Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)",0.994703851484359,0.994772294314677,0.00259472109670951,0.996669444624927
"Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)",0.996226758328025,0.997259493972637,0.00264076977000176,0.997648815275174
"Negative Regulation Of T Cell Activation (GO:0050868)",0.996795542767053,0.9969551127609,0.00111293973983016,0.99769501776088
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)",0.999687622647996,0.999792564087133,0.000262119444432506,0.999777532545233
"Negative Regulation Of T Cell Proliferation (GO:0042130)",0.993506754082514,0.994178459355372,0.00164065456007568,0.995901373621428
"Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)",0.996015281838071,0.996274131726704,0.00140383960271077,0.998001820222338
"Negative Regulation Of TOR Signaling (GO:0032007)",0.991784756931573,0.991975425300818,0.00235667922198917,0.995467315979707
"Negative Regulation Of TORC1 Signaling (GO:1904262)",0.986665717517311,0.987694242470504,0.00572880893312389,0.993800706161175
"Negative Regulation Of Wnt Signaling Pathway (GO:0030178)",0.997192448892316,0.997178812223645,0.000396820749152203,0.998159600082891
"Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)",0.998566071760283,0.998860046479166,0.000863911544612848,0.999130321876326
"Negative Regulation Of Actin Filament Polymerization (GO:0030837)",0.999845410759771,0.999866250770186,9.38170787582829e-05,0.999894717063205
"Negative Regulation Of Activated T Cell Proliferation (GO:0046007)",0.995790307893884,0.997451874755123,0.003562829626856,0.997516906566751
"Negative Regulation Of Amide Metabolic Process (GO:0034249)",0.999016353449844,0.999013771550402,0.000291071156775668,0.99938275235616
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)",0.994098619340751,0.993855660518498,0.00239544654569502,0.997338997058303
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)",0.994031504647767,0.993694631371919,0.00263947787842973,0.997458546326739
"Negative Regulation Of Angiogenesis (GO:0016525)",0.998535837148434,0.998538365737088,0.000659392779034362,0.998933466356312
"Negative Regulation Of Anoikis (GO:2000811)",0.996793319263392,0.996821365366627,0.00155573536908096,0.997720671143641
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)",0.995945895002884,0.9960159991884,0.00133890838382923,0.997841222520457
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",0.996497746360036,0.99650922352836,0.000918670423075035,0.998128834816834
"Negative Regulation Of Autophagy (GO:0010507)",0.98610894370127,0.987767052813717,0.00484781909788381,0.992597886684893
"Negative Regulation Of Axon Extension (GO:0030517)",0.997555303687028,0.998080015431219,0.00132628501499518,0.998307669773956
"Negative Regulation Of Axonogenesis (GO:0050771)",0.996053505714271,0.997350309824222,0.00411408315583006,0.997589440301703
"Negative Regulation Of Binding (GO:0051100)",0.99717908653731,0.997499084004382,0.00075977004508068,0.998493589194741
"Negative Regulation Of Biomineral Tissue Development (GO:0070168)",0.999385094138717,0.999571107710707,0.000377532016755651,0.999540311542942
"Negative Regulation Of Biosynthetic Process (GO:0009890)",0.999527705974437,0.999803234474522,0.000679143074820886,0.999687437482021
"Negative Regulation Of Blood Coagulation (GO:0030195)",0.944209552040181,0.975549841994359,0.0988531570291654,0.972800807162693
"Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)",0.999016777574631,0.999178209782338,0.000458598125436435,0.999387130914113
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)",0.998590478461921,0.998453768554817,0.000633771592183385,0.998962365616776
"Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170)",0.998543379809907,0.998454993357847,0.000732528536383912,0.999327201365714
"Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)",0.998911482772216,0.998986070671468,0.000415401429362125,0.999419909323196
"Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)",0.997853148252239,0.99777799877038,0.000409827191075071,0.998571932142983
"Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912)",0.992696627804379,0.993862962782652,0.003678380290297,0.995176506349392
"Negative Regulation Of Catabolic Process (GO:0009895)",0.999374618954228,0.999438881668789,0.000156642743409152,0.999586117118482
"Negative Regulation Of Catalytic Activity (GO:0043086)",0.991188444137094,0.991174657745661,0.00298109839627204,0.996282361489963
"Negative Regulation Of Cation Channel Activity (GO:2001258)",0.998780075526395,0.998925234409246,0.000620955385022979,0.999311363082158
"Negative Regulation Of Cell Adhesion (GO:0007162)",0.997668262533121,0.997783408332307,0.000734245705295018,0.998512306962466
"Negative Regulation Of Cell Communication (GO:0010648)",0.998785771892527,0.999014884135957,0.000858025066259764,0.999133476273989
"Negative Regulation Of Cell Cycle (GO:0045786)",0.997860919068408,0.997858011063666,0.000675878117783171,0.998494820290868
"Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)",0.995819448046239,0.996078167131913,0.0015458891855444,0.997615799257595
"Negative Regulation Of Cell Cycle Process (GO:0010948)",0.994778827025986,0.994916540509143,0.00188966624729968,0.99728690599316
"Negative Regulation Of Cell Death (GO:0060548)",0.994853538202608,0.994905364802074,0.00113775599197589,0.997695414090164
"Negative Regulation Of Cell Development (GO:0010721)",0.999721417442416,0.999709391000511,0.000113340083915311,0.999795358465838
"Negative Regulation Of Cell Growth (GO:0030308)",0.997440391410076,0.99741358205649,0.0004116216679428,0.998337004115876
"Negative Regulation Of Cell Junction Assembly (GO:1901889)",0.995957960948971,0.996240616265055,0.0027235970118693,0.997358857498842
"Negative Regulation Of Cell Migration (GO:0030336)",0.996722095202941,0.99668092801479,0.000717374857328891,0.997926771573261
"Negative Regulation Of Cell Motility (GO:2000146)",0.992129471607147,0.991838534587834,0.00142825166527093,0.99559576103325
"Negative Regulation Of Cell Projection Organization (GO:0031345)",0.995434762870225,0.996029853976252,0.00192420678027186,0.997166394855407
"Negative Regulation Of Cell-Cell Adhesion (GO:0022408)",0.998810724814896,0.99898463735503,0.000617445858785891,0.999191086756632
"Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)",0.997193997873966,0.99772060559258,0.00150565230718917,0.998014633546953
"Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)",0.996084084085646,0.996096278572647,0.00212238294134371,0.997344070105509
"Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118)",0.998098792762192,0.998342956494471,0.000980324792243515,0.99866815651081
"Negative Regulation Of Cellular Catabolic Process (GO:0031330)",0.988991295513591,0.989970944778237,0.00379021588621062,0.993924296467379
"Negative Regulation Of Cellular Component Organization (GO:0051129)",0.997319680756232,0.997199007836055,0.000809396386654865,0.998344730433727
"Negative Regulation Of Cellular Metabolic Process (GO:0031324)",0.998843319895488,0.998883685224137,0.000492289831441561,0.99916317756768
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)",0.997721586797732,0.997932312701582,0.00063921430214687,0.99841770243263
"Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)",0.988394505148373,0.988972207049176,0.00341537365091898,0.993892970192906
"Negative Regulation Of Cellular Senescence (GO:2000773)",0.999581019021389,0.999613337233618,0.000188902054394337,0.999679001954429
"Negative Regulation Of Chemokine Production (GO:0032682)",0.996995356238797,0.997881331541629,0.00221978727097361,0.997984188546222
"Negative Regulation Of Chemotaxis (GO:0050922)",0.990997933188406,0.99148328610837,0.00338709031632729,0.994329977219652
"Negative Regulation Of Cilium Assembly (GO:1902018)",0.997310525211589,0.997429127395463,0.00135966453591275,0.998090876568584
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)",0.988613742083013,0.988271630886239,0.00420303358774508,0.993781571706042
"Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)",0.9804985402497,0.982852784693479,0.00980157905995139,0.989075709271005
"Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)",0.979981097599764,0.982259008128403,0.0101000029307166,0.989075709271005
"Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)",0.996371045574479,0.996428517287888,0.0011254074743489,0.998249399322222
"Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)",0.996295186827217,0.9964650456958,0.00102721640557185,0.998142127026006
"Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)",0.996768984033518,0.997590797505273,0.00214812823969047,0.997773227426212
"Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016)",0.997845285864358,0.997381820473786,0.0012574274282448,0.99858318183988
"Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)",0.996362645387356,0.996596775102271,0.00103065307422027,0.997928580315606
"Negative Regulation Of Cytoskeleton Organization (GO:0051494)",0.999209258423987,0.999223691471137,0.000325935236191124,0.999462618312011
"Negative Regulation Of Defense Response (GO:0031348)",0.994428572318106,0.994944138027209,0.00131742800033079,0.996967439326735
"Negative Regulation Of Defense Response To Virus (GO:0050687)",0.998282287076463,0.9983541690058,0.000573914609014496,0.999027634148935
"Negative Regulation Of Developmental Growth (GO:0048640)",0.991789763873704,0.99440704563755,0.00784335361230358,0.994630144266039
"Negative Regulation Of Developmental Process (GO:0051093)",0.992106554999983,0.991708358269102,0.0014744269406307,0.995543658908996
"Negative Regulation Of Double-Strand Break Repair (GO:2000780)",0.979896043086964,0.980662846080014,0.00753804765575816,0.990776236741217
"Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)",0.977846915802078,0.978351906249937,0.00884093741806457,0.98889489585053
"Negative Regulation Of Endocytosis (GO:0045806)",0.996939300349011,0.996880237483145,0.00127435768076837,0.998115275536963
"Negative Regulation Of Endopeptidase Activity (GO:0010951)",0.997939206547447,0.998039162703485,0.000713891338980302,0.99875987793223
"Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236)",0.99823013480617,0.998433928863967,0.000755304739238101,0.999183075762655
"Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)",0.991864563748197,0.99342307073684,0.00366676994751011,0.997082538878007
"Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)",0.987639909811065,0.98858461533156,0.00377705568016767,0.993910853914528
"Negative Regulation Of Endothelial Cell Migration (GO:0010596)",0.999170756479223,0.999202139905535,0.00036630863088491,0.99944885576775
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)",0.998890449899794,0.998718570520951,0.000514786889344944,0.999178876214051
"Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)",0.991168544615433,0.991201299778275,0.00349396175878431,0.996166036698148
"Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)",0.994212650795001,0.994302875565938,0.00341857324056813,0.996986997941973
"Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)",0.990962052846034,0.990758511985298,0.00276051063499496,0.994997096011816
"Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)",0.99135777343063,0.993861836562134,0.00926607995336594,0.994223424671044
"Negative Regulation Of Epithelial Cell Migration (GO:0010633)",0.998539761488637,0.998700803665116,0.000896818364707254,0.999047697115133
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)",0.999630950617995,0.999650192621418,0.000106228115605552,0.999719742436847
"Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)",0.990138355001338,0.991711636171487,0.00467406428975341,0.994527992247211
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)",0.993725612397788,0.994518282437383,0.00219068169362701,0.996523062669871
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)",0.992884404314448,0.991757538789776,0.00450236340571396,0.995423269489416
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)",0.995936782278843,0.996437358710583,0.00162595128043154,0.997903310898045
"Negative Regulation Of Fat Cell Differentiation (GO:0045599)",0.997565655782551,0.997639245389769,0.00118512032273048,0.998378570150723
"Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)",0.990819333387946,0.990951295309797,0.00438706126009608,0.994907179661433
"Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)",0.995560237209894,0.99648860424138,0.0023238875425217,0.997423024023899
"Negative Regulation Of Fibroblast Proliferation (GO:0048147)",0.99955090898616,0.99955508649459,0.000191367899962486,0.999679826203116
"Negative Regulation Of Focal Adhesion Assembly (GO:0051895)",0.998098792762192,0.998342956494471,0.000980324792243515,0.99866815651081
"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",0.994216056021971,0.994206045551062,0.00170462301455264,0.996551072024867
"Negative Regulation Of Gluconeogenesis (GO:0045721)",0.967323660931336,0.965185317630486,0.0141583869849767,0.984620913141118
"Negative Regulation Of Growth (GO:0045926)",0.997193052109504,0.997154531171004,0.000422528224155623,0.998227625409321
"Negative Regulation Of Hydrolase Activity (GO:0051346)",0.993109475154746,0.993505212741872,0.00235653786256646,0.99580848607871
"Negative Regulation Of Immune Effector Process (GO:0002698)",0.999774610362709,0.999800484467575,0.000123070723706338,0.999833406713252
"Negative Regulation Of Immune Response (GO:0050777)",0.994981794297911,0.995047738597945,0.000950636212432382,0.997118482508002
"Negative Regulation Of Immune System Process (GO:0002683)",0.997093902246985,0.998282436632593,0.00250814977308614,0.998019340570857
"Negative Regulation Of Inflammatory Response (GO:0050728)",0.998728520407512,0.998799996536837,0.000266475065278458,0.99906770026193
