"Pathway","R2mean","R2median","R2sd","V1VE"
"Lipid Droplet Formation (GO:0140042)",0.998392434081779,0.998853689527691,0.00191042279351437,0.998903433176922
"Lipid Droplet Organization (GO:0034389)",0.998413782025308,0.99862056380542,0.000879721775340098,0.999152290782586
"Lipid Modification (GO:0030258)",0.999700679548645,0.999714860358897,0.000126605982058087,0.99978366404323
"Lipid Translocation (GO:0034204)",0.986129438870362,0.986834365552711,0.00624836103012213,0.992004739855128
"Lipid Transport (GO:0006869)",0.99880646237985,0.998978943497207,0.0005946098063918,0.999204739971793
"Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)",0.999243050553845,0.999274629314737,0.00038343202124784,0.999587146572204
"Lipoprotein Biosynthetic Process (GO:0042158)",0.976918800978388,0.979418187430225,0.013304132101397,0.99249863928879
"Lipoprotein Localization (GO:0044872)",0.995184317008086,0.995224784053828,0.00226363279402736,0.99842406547602
"Lipoprotein Transport (GO:0042953)",0.995596359919949,0.995683622154116,0.00219385253963863,0.998513576101392
"Liver Development (GO:0001889)",0.999309123241616,0.999344689994686,0.000175792709896389,0.999523674234709
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)",0.999900560412561,0.999916654625687,7.36416416188645e-05,0.999932462958671
"Long-Chain Fatty Acid Metabolic Process (GO:0001676)",0.999392372721945,0.99941682049154,0.000108713428274901,0.999585242907534
"Long-Chain Fatty Acid Transport (GO:0015909)",0.994701565688683,0.994346540374212,0.00337902591441421,0.996780876189306
"Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)",0.993000817348879,0.992760126239052,0.00218835512234212,0.996699057184618
"Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)",0.992451032884548,0.992388148554723,0.00116595691602616,0.996276253401451
"Long-Term Memory (GO:0007616)",0.997608430340522,0.9982094346695,0.00144435386997719,0.998625823576736
"Long-Term Synaptic Potentiation (GO:0060291)",0.997814272673593,0.998141487534197,0.00141786779914951,0.998655152952099
"Lung Development (GO:0030324)",0.986966841873229,0.990521053321366,0.0093713088753807,0.99384558610058
"Lymphocyte Activation Involved In Immune Response (GO:0002285)",0.999875790124605,0.99988394938757,6.65178243273417e-05,0.999920471370415
"Lymphocyte Chemotaxis (GO:0048247)",0.997883737737872,0.998521962730763,0.00187434568682507,0.998643843445095
"Lymphocyte Differentiation (GO:0030098)",0.997688034857903,0.997894788099334,0.000691984243281422,0.998549411589279
"Lymphocyte Mediated Immunity (GO:0002449)",0.993787571922213,0.993466637702738,0.00332576855526884,0.995875063903028
"Lymphocyte Migration (GO:0072676)",0.998862906429289,0.998683572959148,0.000447123826937841,0.999248803489739
"Lymphocyte Proliferation (GO:0046651)",0.998613915974898,0.998828867710623,0.00060379041468474,0.999116244091732
"Lysosomal Lumen Acidification (GO:0007042)",0.999590729779172,0.999684768385251,0.000212265756844196,0.999792138464125
"Lysosomal Membrane Organization (GO:0097212)",0.997493744063266,0.997652119381363,0.00105705992432793,0.999259754787643
"Lysosomal Microautophagy (GO:0016237)",0.994902062589601,0.99630231311893,0.00436223828947493,0.997235217016717
"Lysosomal Transport (GO:0007041)",0.999078472848874,0.999140555600274,0.000287525792257332,0.999448887180411
"Lysosome Localization (GO:0032418)",0.998353549786474,0.99837899785511,0.00043601735668901,0.999119220662125
"Lysosome Organization (GO:0007040)",0.998693030783603,0.998932157081103,0.000485533751655881,0.999226511290139
"Lytic Vacuole Organization (GO:0080171)",0.998858176169492,0.999123923336076,0.000511822759264933,0.99928697971872
"mRNA 3'-End Processing (GO:0031124)",0.999039655822836,0.999046664496408,0.000231945662214387,0.999402213086016
"mRNA Catabolic Process (GO:0006402)",0.998148013617626,0.998204913521834,0.000670499696954264,0.998993906607269
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.991873952773428,0.993242093618406,0.00593684406601142,0.996835181189126
"mRNA Cleavage Involved In mRNA Processing (GO:0098787)",0.983106719168917,0.984312373160424,0.00826023306638295,0.995037199181826
"mRNA Destabilization (GO:0061157)",0.99738506301273,0.997287882297073,0.00068614595956441,0.998468623087348
"mRNA Export From Nucleus (GO:0006406)",0.99829843641446,0.998263452831646,0.00044436186694816,0.99911016512134
"mRNA Metabolic Process (GO:0016071)",0.998419301832163,0.998473359263165,0.000265608143765082,0.999257852413761
"mRNA Methylation (GO:0080009)",0.998764580270991,0.998839106961775,0.000526212564443732,0.999140498657465
"mRNA Modification (GO:0016556)",0.997820792959993,0.997695279786694,0.000886381697960864,0.998489954644332
"mRNA Polyadenylation (GO:0006378)",0.999347922716191,0.999367785032488,0.000290583219389036,0.999587175973456
"mRNA Splice Site Recognition (GO:0006376)",0.996974241109543,0.997100592788933,0.000797337930988941,0.998741370542565
"mRNA Stabilization (GO:0048255)",0.999251658120416,0.999279031892804,0.000152921695216966,0.999612263841674
"mRNA Transcription (GO:0009299)",0.999449873707328,0.999459637604457,0.000230266144542554,0.999652533038935
"mRNA Transcription By RNA Polymerase II (GO:0042789)",0.999442692903114,0.999475583001544,0.000245613910960946,0.999635971301986
"mRNA Transport (GO:0051028)",0.998686724364867,0.998756745388677,0.000474487320071987,0.999301102925625
"Macroautophagy (GO:0016236)",0.998022489078433,0.998072204292504,0.000494829145817128,0.999060665493828
"Macromolecule Catabolic Process (GO:0009057)",0.997830336795912,0.99776456053326,0.000536721371631287,0.998771598046066
"Macromolecule Modification (GO:0043412)",0.999042370603236,0.999099286827852,0.000197966413898585,0.999419475377376
"Macrophage Activation (GO:0042116)",0.998974565357035,0.998923182085166,0.000314216349890996,0.999448395468846
"Macrophage Activation Involved In Immune Response (GO:0002281)",0.999857741847646,0.999864850754778,5.06738731704797e-05,0.999910122221409
"Macrophage Differentiation (GO:0030225)",0.999424579500338,0.999568727800963,0.000450449685488484,0.999616175313232
"Maintenance Of Blood-Brain Barrier (GO:0035633)",0.999897856810962,0.99993525366833,0.000107978524989247,0.999920185887195
"Maintenance Of Protein Localization In Organelle (GO:0072595)",0.999329946716904,0.999376685872143,0.000250707271723749,0.999632487741814
"Maintenance Of Protein Location In Nucleus (GO:0051457)",0.999272136999798,0.99925158918314,0.000127915025892039,0.999585975868028
"Male Gonad Development (GO:0008584)",0.997713535259916,0.997999508078402,0.000906675526399656,0.998605960220316
"Maturation Of 5.8S rRNA (GO:0000460)",0.998504274431643,0.998625723524192,0.000954688010290481,0.99899631721368
"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",0.998236338819748,0.99836200272098,0.000738386279886888,0.998836277433018
"Maturation Of LSU-rRNA (GO:0000470)",0.999709046509233,0.99973828289978,0.000156610114810173,0.999801987766409
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.999788586710163,0.999799333068475,0.000114953620381318,0.999851009800211
"Maturation Of SSU-rRNA (GO:0030490)",0.999832152017399,0.999826120532224,3.91168388362019e-05,0.999891955251634
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",0.999882156177439,0.999887330023823,3.27684221277311e-05,0.999923422076402
"Mature B Cell Differentiation Involved In Immune Response (GO:0002313)",0.99827410964371,0.998254470669593,0.000719890352956443,0.998981274177164
"Megakaryocyte Differentiation (GO:0030219)",0.999316351945585,0.999321026641979,0.000292211787648698,0.999496323211909
"Meiosis I (GO:0007127)",0.990680493035696,0.991262109705703,0.00502390676401943,0.994617222190419
"Melanosome Assembly (GO:1903232)",0.998750808075349,0.998793820805938,0.000662709230170833,0.99929212221392
"Melanosome Localization (GO:0032400)",0.99655471191667,0.997748774161136,0.00285996191210784,0.998377454937986
"Melanosome Organization (GO:0032438)",0.998047037626355,0.998174708754773,0.000818006962993139,0.998957766152559
"Melanosome Transport (GO:0032402)",0.996476967739377,0.997934455386237,0.00312521513212461,0.998448284290004
"Membrane Assembly (GO:0071709)",0.999616051446792,0.999662204351638,0.000127713707594547,0.99977769300225
"Membrane Fission (GO:0090148)",0.997474301742302,0.997401932821677,0.000979387604191064,0.998994775172959
"Membrane Fusion (GO:0061025)",0.996578482140979,0.996336894007842,0.00103105776853969,0.998735108650901
"Membrane Lipid Biosynthetic Process (GO:0046467)",0.996518530865715,0.996881808911377,0.00106026536528778,0.998099242357442
"Membrane Lipid Metabolic Process (GO:0006643)",0.999539590417905,0.999546507234936,0.000221788298954566,0.999701365460247
"Membrane Protein Ectodomain Proteolysis (GO:0006509)",0.998549848564188,0.998416495118975,0.000415418450245813,0.999326130250097
"Membrane Protein Intracellular Domain Proteolysis (GO:0031293)",0.998924087413782,0.99908257538659,0.000489980831478853,0.999530795743713
"Membrane Protein Proteolysis (GO:0033619)",0.998355437761526,0.998266642975642,0.000358117790544673,0.999197283091107
"Memory (GO:0007613)",0.996627303991896,0.99672789669488,0.00213210986808609,0.997849742489682
"Mesenchymal Cell Differentiation (GO:0048762)",0.999617505559377,0.999648002904624,0.000106928472498674,0.999737183424189
"Mesenchymal Cell Migration (GO:0090497)",0.997971478435062,0.998126832940986,0.00113019358128731,0.998818922648067
"Mesenchyme Morphogenesis (GO:0072132)",0.999305887974395,0.999384702132677,0.000315213980012829,0.999529178329313
"Mesoderm Development (GO:0007498)",0.998503826385181,0.99893472897003,0.00121928851060003,0.998999695826608
"Mesoderm Formation (GO:0001707)",0.996816747266319,0.996695880323647,0.00158560050771946,0.998154219138458
"Metal Ion Transport (GO:0030001)",0.998881311788473,0.999148686291899,0.000523518142824612,0.999240801888376
"Metallo-Sulfur Cluster Assembly (GO:0031163)",0.997100408014311,0.997056363425016,0.00132863420840238,0.998535965524153
"Metaphase Plate Congression (GO:0051310)",0.997234777262427,0.997338279209186,0.000772586750815105,0.99860505017739
"Methylguanosine-Cap Decapping (GO:0110156)",0.99591001728935,0.995926241395081,0.00207675139944788,0.997741179856025
"miRNA Processing (GO:0035196)",0.999316097905481,0.999402465027663,0.000392919046819768,0.999556587538971
"miRNA-mediated Gene Silencing (GO:0035195)",0.999162991415447,0.999184715767959,0.000237768238168803,0.999527239533727
"miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)",0.999321422700438,0.99946618838618,0.000443278929873087,0.999637252541622
"Microglial Cell Activation (GO:0001774)",0.999800027364176,0.99980270813004,7.83276605893101e-05,0.999885087111225
"Microtubule Anchoring At Microtubule Organizing Center (GO:0072393)",0.991419025890821,0.993722828881903,0.00561727300475388,0.995870873533682
"Microtubule Bundle Formation (GO:0001578)",0.992347162296192,0.992844715366217,0.00349598014438692,0.995450103124047
"Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)",0.996851708913769,0.997242759858451,0.00155297327439288,0.998086105000652
"Microtubule Nucleation (GO:0007020)",0.995632610726917,0.995376201254492,0.00240018122036114,0.997446806944921
"Microtubule Polymerization (GO:0046785)",0.995878482592291,0.996321581369669,0.00259812556056235,0.997682256270147
"Microtubule Polymerization Or Depolymerization (GO:0031109)",0.996485556705738,0.997024141054252,0.00306264876393474,0.99800007337637
"Microvillus Assembly (GO:0030033)",0.999266480665639,0.999253568450769,0.000204187414045691,0.99960053312742
"Microvillus Organization (GO:0032528)",0.999341643308158,0.999388237266174,0.000188173982257203,0.999622773525187
"Midbody Abscission (GO:0061952)",0.996598074886989,0.996474282577349,0.00113278691598196,0.999123756513261
"Mismatch Repair (GO:0006298)",0.991251411151936,0.993103771117336,0.00503618244889159,0.995546368120671
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)",0.997853251398712,0.998025856763825,0.000540539992874828,0.999553646217528
"Mitochondrial DNA Metabolic Process (GO:0032042)",0.998437915606263,0.998826945919014,0.001058579729475,0.998845597063711
"Mitochondrial RNA Metabolic Process (GO:0000959)",0.977320084494417,0.976462985807575,0.00961746615305909,0.992432656303885
"Mitochondrial Calcium Ion Homeostasis (GO:0051560)",0.998608369423709,0.998586672873693,0.000615089963555106,0.999211580975443
"Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)",0.999201289344935,0.99926793260092,0.00040877849721899,0.999558089272972
"Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)",0.991601071696272,0.993188147492023,0.00377911938009588,0.997358237310782
"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.995699972691909,0.995918709550007,0.00122143290708658,0.999089024241684
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",0.998916814432353,0.998928957770113,0.000465383327988823,0.99985447765275
"Mitochondrial Fission (GO:0000266)",0.996640329802612,0.997654829772114,0.00272269963143726,0.998015425881716
"Mitochondrial Fusion (GO:0008053)",0.995783558107101,0.995257653074707,0.0015388017068635,0.997769229465088
"Mitochondrial Gene Expression (GO:0140053)",0.993830545977592,0.993967272403949,0.000537524593172949,0.997657533607543
"Mitochondrial Genome Maintenance (GO:0000002)",0.99971026184979,0.999801052009112,0.00020456495284048,0.999789054503398
"Mitochondrial Membrane Organization (GO:0007006)",0.998911047531153,0.998885672189185,0.000337853446116128,0.999334405767018
"Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)",0.997218965161643,0.997461841391341,0.000639955169177674,0.999077514426146
"Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)",0.996962960617057,0.996950242115192,0.000622529751520969,0.998856630618261
"Mitochondrial Translation (GO:0032543)",0.994310754078031,0.994506315073845,0.00053678303561088,0.997837054995982
"Mitochondrial Transport (GO:0006839)",0.998920935705432,0.998935778355272,0.000322311367241079,0.999395963248769
"Mitochondrion Disassembly (GO:0061726)",0.99865933787649,0.998735020186104,0.000517889943065363,0.999334655602483
"Mitochondrion Distribution (GO:0048311)",0.993920400706838,0.994581401951542,0.00392252136995857,0.996614060648653
"Mitochondrion Transport Along Microtubule (GO:0047497)",0.999443037594884,0.999547532651869,0.00031969434019065,0.999685113657269
"Mitophagy (GO:0000423)",0.999498739287108,0.999576121198599,0.00025410488694275,0.999669566167681
"Mitotic DNA Damage Checkpoint Signaling (GO:0044773)",0.99701690700451,0.996968966822699,0.000864244393344943,0.998161653529778
"Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)",0.988452236185951,0.99181779647206,0.00935379526519623,0.994780304225277
"Mitotic DNA Replication (GO:1902969)",0.928525880301315,0.941881368067617,0.0566756948991749,0.965383238241572
"Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)",0.999669106014195,0.999690009792295,0.000172728686400343,0.999768268677793
"Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)",0.998842432514174,0.998876638222586,0.000383399963710043,0.999324878902227
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)",0.996283244640963,0.996462265948329,0.00188477510287368,0.997877463099306
"Mitotic G2/M Transition Checkpoint (GO:0044818)",0.99465638751803,0.9951411834568,0.00240211609563251,0.99704761323232
"Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)",0.9853534145103,0.989094104989635,0.00762427342539266,0.994301963793645
"Mitotic Cell Cycle Phase Transition (GO:0044772)",0.997943547697813,0.99801632936395,0.00058656665849122,0.99869116214209
"Mitotic Chromosome Condensation (GO:0007076)",0.990482586419139,0.99193657867421,0.00724471971024456,0.994537543568737
"Mitotic Cytokinesis (GO:0000281)",0.999282555774186,0.999262640731902,0.00028826006362957,0.999517404606538
"Mitotic Cytokinetic Process (GO:1902410)",0.998686630523498,0.998664854837811,0.000405564537212093,0.999490303767658
"Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)",0.98802767138698,0.988732453912046,0.00581847106166895,0.993219976372835
"Mitotic Metaphase Plate Congression (GO:0007080)",0.997309765100166,0.997397286245761,0.000771775444903891,0.99870327568892
"Mitotic Nuclear Division (GO:0140014)",0.998593480713218,0.998482673606106,0.000366771577836669,0.999075982550583
"Mitotic Recombination (GO:0006312)",0.990754833036585,0.992695074788268,0.00796504092917335,0.994870664486631
"Mitotic Sister Chromatid Cohesion (GO:0007064)",0.989064648740604,0.989421926693999,0.00354911536153384,0.996632779115188
"Mitotic Sister Chromatid Segregation (GO:0000070)",0.998403748350983,0.998457846699965,0.000305638551136444,0.999048990459994
"Mitotic Spindle Assembly (GO:0090307)",0.998841755681841,0.998956104529889,0.000506629416745079,0.999244159467352
"Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)",0.99719699859392,0.997755491765142,0.00129331233610118,0.998403587933995
"Mitotic Spindle Checkpoint Signaling (GO:0071174)",0.99719699859392,0.997755491765142,0.00129331233610118,0.998403587933995
"Mitotic Spindle Organization (GO:0007052)",0.998372943759668,0.998547292724765,0.000501880362604561,0.998999227286885
"Modified Amino Acid Transport (GO:0072337)",0.999285746202452,0.999380327254336,0.000444961883441365,0.999481318670363
"Modulation By Host Of Symbiont Process (GO:0051851)",0.99836356370353,0.998772265838392,0.000888798419298294,0.999027940522639
"Modulation By Host Of Viral Genome Replication (GO:0044827)",0.998688740883572,0.998958184958144,0.0010345632318076,0.999212312563856
"Modulation By Host Of Viral Process (GO:0044788)",0.999064484507682,0.99920254116412,0.0007436561891665,0.999430115866486
"Modulation By Symbiont Of Entry Into Host (GO:0052372)",0.988969771529169,0.989679024092469,0.00494050095196095,0.995407644293018
"Modulation Of Chemical Synaptic Transmission (GO:0050804)",0.998809413590513,0.998772839453545,0.000367095989417251,0.999144453596011
"Monoatomic Anion Transmembrane Transport (GO:0098656)",0.976399261670442,0.977395368761218,0.00986689718302701,0.989444734984098
"Monoatomic Anion Transport (GO:0006820)",0.999592691328815,0.999604472853871,0.000157172349916189,0.999724521000759
"Monoatomic Cation Homeostasis (GO:0055080)",0.9986451394551,0.998666041976311,0.000425429880026883,0.999123748527893
"Monoatomic Cation Transport (GO:0006812)",0.998144405735898,0.998383630206602,0.00102042359041087,0.998934360798595
"Monoatomic Ion Transport (GO:0006811)",0.99856617470865,0.998668720954871,0.00042106496742519,0.999064762416312
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)",0.998350955782769,0.998690849055893,0.00081657943445487,0.998937739494801
"Monocarboxylic Acid Catabolic Process (GO:0072329)",0.976408494780863,0.975833024134424,0.0114338770842305,0.990573878433434
"Monocarboxylic Acid Metabolic Process (GO:0032787)",0.998827350191077,0.998921417289879,0.000347509378802389,0.999235414773121
"Monocarboxylic Acid Transport (GO:0015718)",0.998221380050346,0.998716392241838,0.00159071534643838,0.998782419870079
"Monocyte Chemotaxis (GO:0002548)",0.999166011098315,0.999165500538617,0.000316301862933089,0.99947495418712
"Mononuclear Cell Differentiation (GO:1903131)",0.993622165094184,0.994945765004904,0.00451401024440198,0.997107540951046
"Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)",0.998148252877847,0.99812278246202,0.000906777243313512,0.998964215370508
"Monoubiquitinated Histone Deubiquitination (GO:0035521)",0.998148252877847,0.99812278246202,0.000906777243313512,0.998964215370508
"Monoubiquitinated Protein Deubiquitination (GO:0035520)",0.997374596295085,0.99750836077187,0.001044784340045,0.998639597196535
"Morphogenesis Of An Epithelium (GO:0002009)",0.999884141758697,0.99989954326191,4.60922643137858e-05,0.999913063427794
"Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)",0.999463307970351,0.999457614297418,0.000376927348566684,0.999692248828212
"Multivesicular Body Assembly (GO:0036258)",0.996587308782345,0.996829303032057,0.00123415381686643,0.998954768708683
"Multivesicular Body Organization (GO:0036257)",0.996575482395662,0.996763680472813,0.00123476332335626,0.998941866401094
"Multivesicular Body Sorting Pathway (GO:0071985)",0.997693202794113,0.997803633686256,0.000790117837606136,0.999091652598895
"Muscle Cell Development (GO:0055001)",0.998704418320999,0.998823900827072,0.000727059291328313,0.999114158099948
"Muscle Cell Differentiation (GO:0042692)",0.999578481813234,0.999627114096769,0.000194573712504885,0.99970672516523
"Muscle Contraction (GO:0006936)",0.999666872904984,0.99970975792075,0.000134963858873686,0.999761728258827
"Muscle Organ Development (GO:0007517)",0.98425426209048,0.993493489571802,0.0188006025648445,0.991176686182869
"Muscle Tissue Development (GO:0060537)",0.999810172813475,0.999815817422816,7.42682843659238e-05,0.999866622749126
"Myelination (GO:0042552)",0.998186699129757,0.998120617634245,0.000634150301536956,0.998861408362053
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)",0.99982345026487,0.999823368699992,6.30557562518204e-05,0.99988649284752
"Myeloid Cell Development (GO:0061515)",0.999632537416519,0.999635694226741,0.00010621080090393,0.999778274708253
"Myeloid Cell Differentiation (GO:0030099)",0.999607188628043,0.999665261311499,0.00020295066692411,0.999749169042595
"Myeloid Dendritic Cell Activation (GO:0001773)",0.999300431387607,0.999214327893298,0.000322884151005631,0.999531323577877
"Myeloid Leukocyte Differentiation (GO:0002573)",0.999443894520277,0.999488448422456,0.000265768961921563,0.999627545023664
"Myoblast Differentiation (GO:0045445)",0.998833868272292,0.998983331957487,0.000612614201106656,0.999249881719474
"Myofibril Assembly (GO:0030239)",0.99847622798832,0.99876043301403,0.000767833015487339,0.999037718061915
"Myotube Differentiation (GO:0014902)",0.99509677349811,0.996111639029994,0.00369527255621282,0.997519015141874
"Natural Killer Cell Activation (GO:0030101)",0.999426300237201,0.999427037217212,0.000221455960648521,0.999622565292803
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)",0.996707191295958,0.997226224269459,0.00297126942774418,0.998669193461288
"Natural Killer Cell Mediated Immunity (GO:0002228)",0.996824922887264,0.997535252052607,0.00323914211109514,0.998480428351019
"ncRNA Catabolic Process (GO:0034661)",0.987565708117645,0.986832465725751,0.00399740167725786,0.995144127327816
"ncRNA Metabolic Process (GO:0034660)",0.997306379675514,0.997407273830711,0.00123351755772732,0.998310188542492
"ncRNA Processing (GO:0034470)",0.999815266171064,0.999820221432558,3.13447687129598e-05,0.999885255960411
"ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)",0.998421858823275,0.998436239200813,0.000471165121936819,0.999016089254598
"Negative Chemotaxis (GO:0050919)",0.999603044303341,0.999706968284405,0.000275637211241286,0.999727091389798
"Negative Regulation By Host Of Viral Transcription (GO:0043922)",0.997808553449127,0.998546108682259,0.00241594124306883,0.998951269539299
"Negative Regulation Of ATP-dependent Activity (GO:0032780)",0.998773456174554,0.999058559017581,0.00112124585707387,0.9991713681452
"Negative Regulation Of B Cell Activation (GO:0050869)",0.999692183979637,0.999735764714536,0.000125796032277525,0.999809618005114
"Negative Regulation Of B Cell Proliferation (GO:0030889)",0.999699644807345,0.999702479487432,0.000152768847802113,0.999800290094632
"Negative Regulation Of BMP Signaling Pathway (GO:0030514)",0.998291264643385,0.998581001017417,0.000997497948817865,0.998984136455832
"Negative Regulation Of DNA Binding (GO:0043392)",0.99948342466814,0.999515763101249,0.000268574807793346,0.999663067907171
"Negative Regulation Of DNA Biosynthetic Process (GO:2000279)",0.998948974344839,0.999085087819727,0.00045306548326646,0.99941973488284
"Negative Regulation Of DNA Metabolic Process (GO:0051053)",0.999847780816187,0.9998407426926,4.86152128326335e-05,0.999895161761933
"Negative Regulation Of DNA Recombination (GO:0045910)",0.996525127782817,0.997062088428921,0.00174958028528672,0.997843125088309
"Negative Regulation Of DNA Replication (GO:0008156)",0.999930476952276,0.999938036904361,3.22650242629589e-05,0.999944026406602
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",0.997736709673848,0.997961673838748,0.00105878471990936,0.998816440425096
"Negative Regulation Of ERBB Signaling Pathway (GO:1901185)",0.996850210607408,0.996856911469601,0.00116135103949823,0.998605684724749
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)",0.998160307181226,0.998201860923394,0.00081394221809337,0.999081255336922
"Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)",0.998326707296492,0.999197206471078,0.00201571212834566,0.999102342205526
"Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)",0.999629197248126,0.999706729579938,0.000142743553765084,0.999728530689114
"Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)",0.979893353228639,0.979592292453742,0.00860044049461239,0.992146331527919
"Negative Regulation Of GTPase Activity (GO:0034260)",0.997261781846635,0.997566348350801,0.00151992369056846,0.998639020236387
"Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)",0.99863425803186,0.998766952388596,0.000514844494254232,0.999220476509814
"Negative Regulation Of JNK Cascade (GO:0046329)",0.998857599957348,0.998982193327838,0.000419535666969265,0.999316608296124
"Negative Regulation Of MAP Kinase Activity (GO:0043407)",0.998931173188902,0.999123133628652,0.000603007094978487,0.999332946829402
"Negative Regulation Of MAPK Cascade (GO:0043409)",0.998267293292757,0.998367548393886,0.000581665824215238,0.999031975012757
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)",0.999501031822111,0.999501865977952,8.25039291513225e-05,0.999677186023978
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)",0.999848603457618,0.999854777844303,6.7416980748728e-05,0.999896484488972
"Negative Regulation Of Notch Signaling Pathway (GO:0045746)",0.9900047083615,0.992216926597744,0.00532429758825345,0.995231593694876
"Negative Regulation Of RNA Biosynthetic Process (GO:1902679)",0.993418938657764,0.994938986505789,0.0056472537903049,0.996193978339907
"Negative Regulation Of RNA Metabolic Process (GO:0051253)",0.999892802042329,0.99989846410831,4.74506164515787e-05,0.999932928926632
"Negative Regulation Of RNA Splicing (GO:0033119)",0.999639723559011,0.999624333459075,0.000111313615311612,0.999829876095821
"Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)",0.999424630061864,0.999435610557782,0.000212048404737502,0.999573305799416
"Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)",0.999805601839053,0.999827312447017,9.52800486120898e-05,0.99985653284733
"Negative Regulation Of T Cell Activation (GO:0050868)",0.999676346966834,0.999669811060878,7.60852032041086e-05,0.999802722214251
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)",0.999040353430796,0.998919628982528,0.000396869193882018,0.999483326684779
"Negative Regulation Of T Cell Proliferation (GO:0042130)",0.999521244828525,0.999549169185455,0.000172586149381806,0.999712367920729
"Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)",0.999693448924165,0.999663692214398,0.000172046890131232,0.999815266492184
"Negative Regulation Of TOR Signaling (GO:0032007)",0.996883931486406,0.997216505285247,0.00128431151026412,0.99810625000021
"Negative Regulation Of TORC1 Signaling (GO:1904262)",0.987696021433041,0.988294014325918,0.00554233077820682,0.993617399242934
"Negative Regulation Of Wnt Signaling Pathway (GO:0030178)",0.998383113547702,0.998465486039049,0.000549159626485461,0.998900706753172
"Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)",0.999823385075086,0.999835530469966,6.71662210968222e-05,0.999883385294952
"Negative Regulation Of Actin Filament Polymerization (GO:0030837)",0.999917298745993,0.999911026264856,2.2051295276013e-05,0.99994539305637
"Negative Regulation Of Activated T Cell Proliferation (GO:0046007)",0.998768777510795,0.999144493944234,0.00081127825659947,0.999282221597405
"Negative Regulation Of Amide Metabolic Process (GO:0034249)",0.999438211174894,0.999420001301048,0.000159302824991152,0.999647913792159
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)",0.99771826548857,0.998204172452547,0.00150420123360822,0.998803167230189
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)",0.997771879668783,0.998250383983455,0.00145281814654892,0.99880585003006
"Negative Regulation Of Angiogenesis (GO:0016525)",0.995111944806749,0.997246145819105,0.00514398772993443,0.996931840852908
"Negative Regulation Of Anoikis (GO:2000811)",0.997882762631876,0.998467830476222,0.00143872075746084,0.998858242489356
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)",0.999621613119883,0.999600799045782,0.000149295402170267,0.999766402190222
