"","x"
"Leukocyte Cell-Cell Adhesion (GO:0007159)",4.64980552288657e-06
"Leukocyte Tethering Or Rolling (GO:0050901)",1.34570721205293e-06
"Leukotriene Metabolic Process (GO:0006691)",5.45251763827179e-05
"Limb Development (GO:0060173)",0.000242290961967562
"Limb Morphogenesis (GO:0035108)",0.162066767091798
"Linoleic Acid Metabolic Process (GO:0043651)",0.0349142029980073
"Lipid Biosynthetic Process (GO:0008610)",7.59238891973495e-07
"Lipid Droplet Formation (GO:0140042)",0.000174043436420211
"Lipid Droplet Organization (GO:0034389)",0.00258742612456797
"Lipid Modification (GO:0030258)",0.0329206619479789
"Lipid Translocation (GO:0034204)",1.86766747033542e-05
"Lipid Transport (GO:0006869)",7.12669132815026e-06
"Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)",7.26058010267604e-07
"Lipoprotein Biosynthetic Process (GO:0042158)",0.0366478498207714
"Lipoprotein Localization (GO:0044872)",0.262489917283797
"Lipoprotein Transport (GO:0042953)",0.178551806702508
"Liver Development (GO:0001889)",6.3930860393538e-05
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)",1.82021910342592e-05
"Long-Chain Fatty Acid Metabolic Process (GO:0001676)",4.33678185125676e-09
"Long-Chain Fatty Acid Transport (GO:0015909)",0.0847209396899754
"Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)",0.000476669270388746
"Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)",8.31022289035253e-06
"Long-Term Memory (GO:0007616)",0.0284076363475753
"Long-Term Synaptic Potentiation (GO:0060291)",0.00282964376742037
"Lung Development (GO:0030324)",0.380544358402246
"Lymphocyte Activation Involved In Immune Response (GO:0002285)",6.44524259132279e-05
"Lymphocyte Chemotaxis (GO:0048247)",5.94398052213369e-12
"Lymphocyte Differentiation (GO:0030098)",0.000560024704113815
"Lymphocyte Mediated Immunity (GO:0002449)",0.000329186527318855
"Lymphocyte Migration (GO:0072676)",1.67622889261323e-11
"Lymphocyte Proliferation (GO:0046651)",0.0138373633169467
"Lysosomal Lumen Acidification (GO:0007042)",5.38453896967952e-05
"Lysosomal Membrane Organization (GO:0097212)",0.00236556201335201
"Lysosomal Microautophagy (GO:0016237)",0.0876478358227402
"Lysosomal Transport (GO:0007041)",1.55508728970585e-09
"Lysosome Localization (GO:0032418)",0.208275842656316
"Lysosome Organization (GO:0007040)",0.00164188260605751
"Lytic Vacuole Organization (GO:0080171)",0.0129450829052807
"mRNA 3'-End Processing (GO:0031124)",0.00347694067679603
"mRNA Catabolic Process (GO:0006402)",1.35035364451866e-09
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.00984443334657258
"mRNA Cleavage Involved In mRNA Processing (GO:0098787)",0.444893261415128
"mRNA Destabilization (GO:0061157)",0.0127344572747084
"mRNA Export From Nucleus (GO:0006406)",0.00193697203771883
"mRNA Metabolic Process (GO:0016071)",8.80163793088903e-06
"mRNA Methylation (GO:0080009)",0.034273745483932
"mRNA Modification (GO:0016556)",0.0184744138672362
"mRNA Polyadenylation (GO:0006378)",0.00149479397632767
"mRNA Splice Site Recognition (GO:0006376)",0.000241718686132404
"mRNA Stabilization (GO:0048255)",2.23556116514135e-06
"mRNA Transcription (GO:0009299)",0.00426680450587053
"mRNA Transcription By RNA Polymerase II (GO:0042789)",0.00435869472656023
"mRNA Transport (GO:0051028)",0.000145835500164109
"Macroautophagy (GO:0016236)",1.01756360540441e-07
"Macromolecule Catabolic Process (GO:0009057)",2.27898074954997e-15
"Macromolecule Modification (GO:0043412)",1.01471064568372e-09
"Macrophage Activation (GO:0042116)",2.33705657529703e-09
"Macrophage Activation Involved In Immune Response (GO:0002281)",4.97625543177417e-05
"Macrophage Differentiation (GO:0030225)",3.8951629714135e-05
"Maintenance Of Blood-Brain Barrier (GO:0035633)",0.000405531106444235
"Maintenance Of Protein Localization In Organelle (GO:0072595)",0.000566905117276381
"Maintenance Of Protein Location In Nucleus (GO:0051457)",7.85070293254909e-07
"Male Gonad Development (GO:0008584)",2.80665827404818e-05
"Maturation Of 5.8S rRNA (GO:0000460)",0.0188550807437568
"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",0.00879717164204849
"Maturation Of LSU-rRNA (GO:0000470)",0.000403889355515176
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.00370465437045927
"Maturation Of SSU-rRNA (GO:0030490)",0.0154955658946628
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",0.00147254024797121
"Mature B Cell Differentiation Involved In Immune Response (GO:0002313)",2.12486148641535e-05
"Megakaryocyte Differentiation (GO:0030219)",0.000142049430195658
"Meiosis I (GO:0007127)",0.000855428064930618
"Melanosome Assembly (GO:1903232)",0.0582838907360145
"Melanosome Localization (GO:0032400)",0.268656389834214
"Melanosome Organization (GO:0032438)",0.00700099111428594
"Melanosome Transport (GO:0032402)",0.13490464893062
"Membrane Assembly (GO:0071709)",0.000601494279736256
"Membrane Fission (GO:0090148)",0.000145667136897566
"Membrane Fusion (GO:0061025)",1.99827872773076e-05
"Membrane Lipid Biosynthetic Process (GO:0046467)",2.10070309468164e-06
"Membrane Lipid Metabolic Process (GO:0006643)",0.753877095481494
"Membrane Protein Ectodomain Proteolysis (GO:0006509)",0.000794526664827887
"Membrane Protein Intracellular Domain Proteolysis (GO:0031293)",0.000646789050402012
"Membrane Protein Proteolysis (GO:0033619)",0.000309223868788722
"Memory (GO:0007613)",0.0124658216560745
"Mesenchymal Cell Differentiation (GO:0048762)",4.75247633144323e-09
"Mesenchymal Cell Migration (GO:0090497)",0.3926367879911
"Mesenchyme Morphogenesis (GO:0072132)",0.3019218113058
"Mesoderm Development (GO:0007498)",0.00352806128484829
"Mesoderm Formation (GO:0001707)",0.078949355536157
"Metal Ion Transport (GO:0030001)",1.97089161983304e-16
"Metallo-Sulfur Cluster Assembly (GO:0031163)",0.0661926619317952
"Metaphase Plate Congression (GO:0051310)",5.09157216171073e-09
"Methylguanosine-Cap Decapping (GO:0110156)",0.00799782128207463
"miRNA Processing (GO:0035196)",0.0810983413672995
"miRNA-mediated Gene Silencing (GO:0035195)",0.0301842885486808
"miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)",0.105461823735889
"Microglial Cell Activation (GO:0001774)",4.77200555776072e-07
"Microtubule Anchoring At Microtubule Organizing Center (GO:0072393)",0.119090148696746
"Microtubule Bundle Formation (GO:0001578)",0.0225743279670947
"Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)",0.0105190118110097
"Microtubule Nucleation (GO:0007020)",0.0153731229524204
"Microtubule Polymerization (GO:0046785)",0.0160323838860179
"Microtubule Polymerization Or Depolymerization (GO:0031109)",0.137405309393054
"Microvillus Assembly (GO:0030033)",0.449440483266495
"Microvillus Organization (GO:0032528)",0.322837698608137
"Midbody Abscission (GO:0061952)",0.00194212824727235
"Mismatch Repair (GO:0006298)",1.20735029178049e-06
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)",4.21294830241387e-07
"Mitochondrial DNA Metabolic Process (GO:0032042)",0.0408969993177995
"Mitochondrial RNA Metabolic Process (GO:0000959)",0.000232289547593589
"Mitochondrial Calcium Ion Homeostasis (GO:0051560)",0.000121695032824016
"Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)",0.00118427133093619
"Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)",0.00733588175719279
"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.00265528991925821
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",0.00277138925438388
"Mitochondrial Fission (GO:0000266)",0.208947470422339
"Mitochondrial Fusion (GO:0008053)",0.000588200588085141
"Mitochondrial Gene Expression (GO:0140053)",0.000643197766802876
"Mitochondrial Genome Maintenance (GO:0000002)",0.000689475726282045
"Mitochondrial Membrane Organization (GO:0007006)",0.00186456165538173
"Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)",0.000369688282611752
"Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)",3.25198156706616e-05
"Mitochondrial Translation (GO:0032543)",4.35137633590021e-05
"Mitochondrial Transport (GO:0006839)",7.74090398886667e-07
"Mitochondrion Disassembly (GO:0061726)",0.00021775225337979
"Mitochondrion Distribution (GO:0048311)",0.0782577881004819
"Mitochondrion Transport Along Microtubule (GO:0047497)",0.00263912128380609
"Mitophagy (GO:0000423)",0.0241282065781063
"Mitotic DNA Damage Checkpoint Signaling (GO:0044773)",2.568237555526e-07
"Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)",0.184193087593956
"Mitotic DNA Replication (GO:1902969)",0.0991703106566959
"Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)",0.00236826235920485
"Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)",0.0396620108985037
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)",2.39460224233667e-06
"Mitotic G2/M Transition Checkpoint (GO:0044818)",2.55807581212351e-07
"Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)",0.00808353140263421
"Mitotic Cell Cycle Phase Transition (GO:0044772)",2.07914386022478e-08
"Mitotic Chromosome Condensation (GO:0007076)",0.000778385051050756
"Mitotic Cytokinesis (GO:0000281)",2.97767646687697e-09
"Mitotic Cytokinetic Process (GO:1902410)",0.000178214974112921
"Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)",0.0022021817796674
"Mitotic Metaphase Plate Congression (GO:0007080)",7.99186696151459e-08
"Mitotic Nuclear Division (GO:0140014)",0.00843376839283653
"Mitotic Recombination (GO:0006312)",0.994148190486427
"Mitotic Sister Chromatid Cohesion (GO:0007064)",0.557543816235505
"Mitotic Sister Chromatid Segregation (GO:0000070)",2.44902369088848e-06
"Mitotic Spindle Assembly (GO:0090307)",0.0577197854855244
"Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)",0.000104999252542969
"Mitotic Spindle Checkpoint Signaling (GO:0071174)",0.000104999252542969
"Mitotic Spindle Organization (GO:0007052)",0.000284860573501934
"Modified Amino Acid Transport (GO:0072337)",0.0560452034784869
"Modulation By Host Of Symbiont Process (GO:0051851)",0.000156296285041526
"Modulation By Host Of Viral Genome Replication (GO:0044827)",4.09649538790688e-07
"Modulation By Host Of Viral Process (GO:0044788)",2.72964829893379e-07
"Modulation By Symbiont Of Entry Into Host (GO:0052372)",1.42767222946594e-06
"Modulation Of Chemical Synaptic Transmission (GO:0050804)",6.60931996817926e-05
"Monoatomic Anion Transmembrane Transport (GO:0098656)",3.11775384425245e-05
"Monoatomic Anion Transport (GO:0006820)",4.52049037637166e-06
"Monoatomic Cation Homeostasis (GO:0055080)",7.408196651008e-07
"Monoatomic Cation Transport (GO:0006812)",0.00353644497945481
"Monoatomic Ion Transport (GO:0006811)",0.013074203551131
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)",8.42689168183302e-09
"Monocarboxylic Acid Catabolic Process (GO:0072329)",1.49690350837671e-05
"Monocarboxylic Acid Metabolic Process (GO:0032787)",1.30910192493686e-06
"Monocarboxylic Acid Transport (GO:0015718)",2.0061240057949e-05
"Monocyte Chemotaxis (GO:0002548)",4.84163128925991e-11
"Mononuclear Cell Differentiation (GO:1903131)",1.09388635499311e-07
"Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)",0.0490888741441065
"Monoubiquitinated Histone Deubiquitination (GO:0035521)",0.0490888741441065
"Monoubiquitinated Protein Deubiquitination (GO:0035520)",0.00461457508326167
"Morphogenesis Of An Epithelium (GO:0002009)",0.00456872635776981
"Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)",0.00878257376693216
"Multivesicular Body Assembly (GO:0036258)",0.000437768681108517
"Multivesicular Body Organization (GO:0036257)",0.000691999779846417
"Multivesicular Body Sorting Pathway (GO:0071985)",0.00217788115111951
"Muscle Cell Development (GO:0055001)",1.78245830849952e-05
"Muscle Cell Differentiation (GO:0042692)",0.000168195906539232
"Muscle Contraction (GO:0006936)",0.0124964937429503
"Muscle Organ Development (GO:0007517)",4.10062269508252e-12
"Muscle Tissue Development (GO:0060537)",0.000129792349730368
"Myelination (GO:0042552)",0.00012643916383952
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)",9.77702976731608e-05
"Myeloid Cell Development (GO:0061515)",7.43214307999432e-07
"Myeloid Cell Differentiation (GO:0030099)",1.14463429874683e-08
"Myeloid Dendritic Cell Activation (GO:0001773)",0.146556100158429
"Myeloid Leukocyte Differentiation (GO:0002573)",9.57431472884987e-16
"Myoblast Differentiation (GO:0045445)",0.0185199157416471
"Myofibril Assembly (GO:0030239)",0.00392794344100545
"Myotube Differentiation (GO:0014902)",0.255921786631594
"Natural Killer Cell Activation (GO:0030101)",0.000443759317977827
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)",0.00178357721423103
"Natural Killer Cell Mediated Immunity (GO:0002228)",0.00619134635791664
"ncRNA Catabolic Process (GO:0034661)",5.647239893241e-07
"ncRNA Metabolic Process (GO:0034660)",0.167400651823199
"ncRNA Processing (GO:0034470)",1.12039253329643e-06
"ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)",2.95394270234285e-05
"Negative Chemotaxis (GO:0050919)",0.14837352654331
"Negative Regulation By Host Of Viral Transcription (GO:0043922)",0.0313991661561889
"Negative Regulation Of ATP-dependent Activity (GO:0032780)",7.59852522946428e-06
"Negative Regulation Of B Cell Activation (GO:0050869)",6.58799242367218e-06
"Negative Regulation Of B Cell Proliferation (GO:0030889)",0.00193082286175813
"Negative Regulation Of BMP Signaling Pathway (GO:0030514)",0.00573283989586943
"Negative Regulation Of DNA Binding (GO:0043392)",3.47757854346219e-07
"Negative Regulation Of DNA Biosynthetic Process (GO:2000279)",2.49697029671689e-07
"Negative Regulation Of DNA Metabolic Process (GO:0051053)",0.00502854005840722
"Negative Regulation Of DNA Recombination (GO:0045910)",3.06298949578541e-05
"Negative Regulation Of DNA Replication (GO:0008156)",0.00107500342609754
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",0.0524587934872398
"Negative Regulation Of ERBB Signaling Pathway (GO:1901185)",0.000636044552574513
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)",1.00778325517691e-09
"Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)",4.2290146564943e-06
"Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)",0.000106036449956399
"Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)",0.00218698783018368
"Negative Regulation Of GTPase Activity (GO:0034260)",0.0682772442675029
"Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)",3.88059702310481e-08
"Negative Regulation Of JNK Cascade (GO:0046329)",2.39312556471301e-07
"Negative Regulation Of MAP Kinase Activity (GO:0043407)",3.95341083320107e-07
"Negative Regulation Of MAPK Cascade (GO:0043409)",2.69225265838455e-11
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)",1.84005322890006e-12
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)",5.61853801001988e-07
"Negative Regulation Of Notch Signaling Pathway (GO:0045746)",0.721129887656193
"Negative Regulation Of RNA Biosynthetic Process (GO:1902679)",5.92486788057308e-06
"Negative Regulation Of RNA Metabolic Process (GO:0051253)",0.046845152549875
"Negative Regulation Of RNA Splicing (GO:0033119)",0.000873228722777102
"Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)",0.0293926526561182
"Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)",0.0110234443247372
"Negative Regulation Of T Cell Activation (GO:0050868)",2.31015312459298e-06
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)",0.000165029356713389
"Negative Regulation Of T Cell Proliferation (GO:0042130)",9.43561910468881e-10
"Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)",4.67282400296436e-05
"Negative Regulation Of TOR Signaling (GO:0032007)",0.00106113746618973
"Negative Regulation Of TORC1 Signaling (GO:1904262)",0.520363311796182
"Negative Regulation Of Wnt Signaling Pathway (GO:0030178)",0.00149267536004076
"Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)",0.00791543141363618
"Negative Regulation Of Actin Filament Polymerization (GO:0030837)",0.0133187392288903
"Negative Regulation Of Activated T Cell Proliferation (GO:0046007)",0.000154276917935593
"Negative Regulation Of Amide Metabolic Process (GO:0034249)",2.80642472437401e-10
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)",0.0458586840913033
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)",0.00912221033797194
"Negative Regulation Of Angiogenesis (GO:0016525)",1.6156755136336e-16
"Negative Regulation Of Anoikis (GO:2000811)",0.000658434856882603
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)",5.07608143632936e-07
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",2.5234514483862e-05
"Negative Regulation Of Autophagy (GO:0010507)",6.81442549129068e-08
"Negative Regulation Of Axon Extension (GO:0030517)",0.865052765889125
"Negative Regulation Of Axonogenesis (GO:0050771)",0.801052520423249
"Negative Regulation Of Binding (GO:0051100)",8.68571494626881e-24
"Negative Regulation Of Biomineral Tissue Development (GO:0070168)",2.98169175355963e-06
"Negative Regulation Of Biosynthetic Process (GO:0009890)",0.00185240606569659
"Negative Regulation Of Blood Coagulation (GO:0030195)",0.349195828995959
"Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)",0.0125506927670113
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)",4.52460953464877e-15
"Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170)",0.000773153462237414
"Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)",0.0825259401283782
"Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)",0.000204566853875286
"Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912)",0.000440208677249369
"Negative Regulation Of Catabolic Process (GO:0009895)",5.80816106116723e-08
"Negative Regulation Of Catalytic Activity (GO:0043086)",4.71040458159404e-07
"Negative Regulation Of Cation Channel Activity (GO:2001258)",0.0432706803642819
"Negative Regulation Of Cell Adhesion (GO:0007162)",7.08382706459427e-06
"Negative Regulation Of Cell Communication (GO:0010648)",2.51051714736155e-06
"Negative Regulation Of Cell Cycle (GO:0045786)",0.00236672442671179
"Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)",0.00014616152539737
"Negative Regulation Of Cell Cycle Process (GO:0010948)",0.0259817702611722
"Negative Regulation Of Cell Death (GO:0060548)",7.6264737198415e-07
"Negative Regulation Of Cell Development (GO:0010721)",0.00373788338064547
"Negative Regulation Of Cell Growth (GO:0030308)",6.24404751736904e-06
"Negative Regulation Of Cell Junction Assembly (GO:1901889)",0.0859884097884945
"Negative Regulation Of Cell Migration (GO:0030336)",8.51266438098665e-14
"Negative Regulation Of Cell Motility (GO:2000146)",7.92421357256868e-08
"Negative Regulation Of Cell Projection Organization (GO:0031345)",0.191758671931152
"Negative Regulation Of Cell-Cell Adhesion (GO:0022408)",4.8249580499621e-08
"Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)",0.282765649911946
"Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)",4.87483481667566e-10
"Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118)",0.59888231316127
"Negative Regulation Of Cellular Catabolic Process (GO:0031330)",3.39209894098118e-07
"Negative Regulation Of Cellular Component Organization (GO:0051129)",6.28563849274809e-08
"Negative Regulation Of Cellular Metabolic Process (GO:0031324)",0.0150225220676165
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)",0.00011701255980322
"Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)",7.74730720922396e-06
"Negative Regulation Of Cellular Senescence (GO:2000773)",0.124089891324331
"Negative Regulation Of Chemokine Production (GO:0032682)",1.1731942002347e-07
"Negative Regulation Of Chemotaxis (GO:0050922)",0.0148581165691187
"Negative Regulation Of Cilium Assembly (GO:1902018)",0.00087323006404342
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)",0.0002758152509382
"Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)",0.00260829315743358
"Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)",0.00267286121911164
"Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)",4.68258813990274e-12
"Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)",8.76687622288776e-13
"Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)",4.52265880024629e-06
"Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016)",0.000395828694304735
"Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)",1.00704148501774e-18
"Negative Regulation Of Cytoskeleton Organization (GO:0051494)",0.0311413809476408
"Negative Regulation Of Defense Response (GO:0031348)",2.82370458229719e-20
"Negative Regulation Of Defense Response To Virus (GO:0050687)",0.187820317161172
"Negative Regulation Of Developmental Growth (GO:0048640)",0.768748036366427
"Negative Regulation Of Developmental Process (GO:0051093)",7.2384068419378e-05
"Negative Regulation Of Double-Strand Break Repair (GO:2000780)",4.53622972147309e-07
"Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)",6.20031952812226e-05
"Negative Regulation Of Endocytosis (GO:0045806)",1.42316206625598e-07
"Negative Regulation Of Endopeptidase Activity (GO:0010951)",6.85842766499393e-10
"Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236)",0.0122414268987923
"Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)",0.0273578254773049
"Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)",2.33339891662344e-05
"Negative Regulation Of Endothelial Cell Migration (GO:0010596)",2.01009260281555e-07
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)",6.64353979727296e-10
"Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)",0.0270304873654125
"Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)",0.00876562630653399
"Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)",3.06277299823671e-07
"Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)",0.0969321865855328
"Negative Regulation Of Epithelial Cell Migration (GO:0010633)",5.77608061559235e-05
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)",1.48031671560595e-10
"Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)",0.0826490004964407
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)",2.44303142317102e-14
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)",1.1731942002347e-07
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)",5.64079009511065e-06
"Negative Regulation Of Fat Cell Differentiation (GO:0045599)",0.0132717852129941
"Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)",0.216529539630009
"Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)",0.0297998552516346
"Negative Regulation Of Fibroblast Proliferation (GO:0048147)",4.23153112148979e-06
"Negative Regulation Of Focal Adhesion Assembly (GO:0051895)",0.59888231316127
"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",0.000376027092529854
"Negative Regulation Of Gluconeogenesis (GO:0045721)",0.182920166050668
"Negative Regulation Of Growth (GO:0045926)",6.31055045072369e-20
"Negative Regulation Of Hydrolase Activity (GO:0051346)",0.000241833209512749
"Negative Regulation Of Immune Effector Process (GO:0002698)",0.00160730247424628
"Negative Regulation Of Immune Response (GO:0050777)",1.29027099731374e-15
"Negative Regulation Of Immune System Process (GO:0002683)",1.13804774439858e-05
"Negative Regulation Of Inflammatory Response (GO:0050728)",5.25010836052649e-06
"Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)",0.000915889578925258
"Negative Regulation Of Innate Immune Response (GO:0045824)",2.6101558912568e-18
"Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)",1.42249247470966e-05
"Negative Regulation Of Interleukin-1 Beta Production (GO:0032691)",1.05381782999544e-06
"Negative Regulation Of Interleukin-1 Production (GO:0032692)",3.94920045842164e-08
"Negative Regulation Of Interleukin-10 Production (GO:0032693)",0.00149267001833232
"Negative Regulation Of Interleukin-12 Production (GO:0032695)",7.07219856972999e-06
"Negative Regulation Of Interleukin-2 Production (GO:0032703)",1.00478495633631e-07
"Negative Regulation Of Interleukin-6 Production (GO:0032715)",0.0291081947986514
"Negative Regulation Of Interleukin-8 Production (GO:0032717)",0.000515440727154689
"Negative Regulation Of Intracellular Protein Transport (GO:0090317)",0.0213413368280963
"Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)",0.00241679987771884
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)",4.64900969534676e-06
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)",0.00894919642505652
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)",0.000440933332325322
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)",0.00469109825735175
"Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)",0.360774287626166
"Negative Regulation Of Kinase Activity (GO:0033673)",0.0653107592030184
"Negative Regulation Of Leukocyte Activation (GO:0002695)",0.00410509052163867
"Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038)",0.00321008046107666
"Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)",1.98771474997106e-06
"Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)",0.300188764184707
"Negative Regulation Of Lipid Catabolic Process (GO:0050995)",0.579851005097406
"Negative Regulation Of Lipid Metabolic Process (GO:0045833)",0.0101279483234924
"Negative Regulation Of Lipid Storage (GO:0010888)",3.16387948123294e-05
"Negative Regulation Of Lymphocyte Activation (GO:0051250)",0.0398363334508728
"Negative Regulation Of Lymphocyte Proliferation (GO:0050672)",1.40775799720426e-07
"Negative Regulation Of mRNA Catabolic Process (GO:1902373)",0.000453483411358595
"Negative Regulation Of mRNA Processing (GO:0050686)",0.0111180045125572
"Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)",0.0131071581294531
"Negative Regulation Of Macroautophagy (GO:0016242)",0.132839364858752
"Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)",3.06172544304602e-11
"Negative Regulation Of Macrophage Activation (GO:0043031)",0.0569774092096463
"Negative Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010745)",0.00119790816513498
"Negative Regulation Of Metabolic Process (GO:0009892)",0.000831798492549162
"Negative Regulation Of miRNA Metabolic Process (GO:2000629)",0.0027194085601081
"Negative Regulation Of miRNA Transcription (GO:1902894)",0.0027194085601081
"Negative Regulation Of Microtubule Depolymerization (GO:0007026)",0.120693460245
"Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)",0.0131368210581861
"Negative Regulation Of Mitochondrion Organization (GO:0010823)",0.011683463775041
"Negative Regulation Of Mitotic Cell Cycle (GO:0045930)",8.04617786142622e-05
"Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)",6.90581534274754e-05
