"","x"
"Learning (GO:0007612)",0.000172167752897675
"Left/Right Pattern Formation (GO:0060972)",9.26011323426151e-07
"Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)",1.51814460085352e-06
"Leukocyte Cell-Cell Adhesion (GO:0007159)",3.52199626407409e-09
"Leukocyte Tethering Or Rolling (GO:0050901)",6.90789220113237e-07
"Leukotriene Metabolic Process (GO:0006691)",0.000352949004702756
"Limb Development (GO:0060173)",0.00943493385728166
"Limb Morphogenesis (GO:0035108)",0.000586660825899354
"Linoleic Acid Metabolic Process (GO:0043651)",0.000116022619778927
"Lipid Biosynthetic Process (GO:0008610)",3.88018454486635e-14
"Lipid Droplet Formation (GO:0140042)",0.00017759457727874
"Lipid Droplet Organization (GO:0034389)",1.49091966564848e-09
"Lipid Modification (GO:0030258)",3.94336865763695e-06
"Lipid Translocation (GO:0034204)",0.0152689895160121
"Lipid Transport (GO:0006869)",2.92793639368406e-14
"Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)",1.75757313150651e-08
"Lipoprotein Biosynthetic Process (GO:0042158)",0.00330319303462396
"Lipoprotein Localization (GO:0044872)",8.92601451820627e-05
"Lipoprotein Transport (GO:0042953)",0.000229116877323292
"Liver Development (GO:0001889)",1.11787409707848e-08
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)",0.000164568674060984
"Long-Chain Fatty Acid Metabolic Process (GO:0001676)",5.93324226503074e-15
"Long-Chain Fatty Acid Transport (GO:0015909)",0.000171525082086991
"Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)",4.24122405411904e-05
"Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)",7.39003473173145e-07
"Long-Term Memory (GO:0007616)",4.97616883602338e-05
"Long-Term Synaptic Potentiation (GO:0060291)",2.8301657687813e-05
"Lung Development (GO:0030324)",9.23998105249393e-07
"Lymphocyte Activation Involved In Immune Response (GO:0002285)",3.71324896682297e-05
"Lymphocyte Chemotaxis (GO:0048247)",2.94070658579194e-13
"Lymphocyte Differentiation (GO:0030098)",2.40578304126739e-15
"Lymphocyte Mediated Immunity (GO:0002449)",0.000719016906714703
"Lymphocyte Migration (GO:0072676)",3.07511785937444e-12
"Lymphocyte Proliferation (GO:0046651)",2.13131187857611e-08
"Lysosomal Lumen Acidification (GO:0007042)",1.20881465355429e-06
"Lysosomal Membrane Organization (GO:0097212)",2.63546931921492e-05
"Lysosomal Microautophagy (GO:0016237)",0.042343528606982
"Lysosomal Transport (GO:0007041)",3.028440109476e-23
"Lysosome Localization (GO:0032418)",1.29211289843921e-07
"Lysosome Organization (GO:0007040)",7.159954590207e-07
"Lytic Vacuole Organization (GO:0080171)",7.80947530432129e-06
"mRNA 3'-End Processing (GO:0031124)",8.14852181197537e-07
"mRNA Catabolic Process (GO:0006402)",2.0520939886673e-11
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.000113488435460969
"mRNA Cleavage Involved In mRNA Processing (GO:0098787)",0.0221415844220318
"mRNA Destabilization (GO:0061157)",5.5638373507067e-07
"mRNA Export From Nucleus (GO:0006406)",1.14124958735034e-11
"mRNA Metabolic Process (GO:0016071)",5.06990038494789e-21
"mRNA Methylation (GO:0080009)",1.31761119748618e-05
"mRNA Modification (GO:0016556)",1.11922060121817e-08
"mRNA Polyadenylation (GO:0006378)",5.49719922151608e-07
"mRNA Splice Site Recognition (GO:0006376)",4.209726524431e-05
"mRNA Stabilization (GO:0048255)",8.47987882106073e-07
"mRNA Transcription (GO:0009299)",1.44753444091473e-12
"mRNA Transcription By RNA Polymerase II (GO:0042789)",4.04247874888252e-11
"mRNA Transport (GO:0051028)",4.0890206690323e-13
"Macroautophagy (GO:0016236)",2.65801921413183e-18
"Macromolecule Catabolic Process (GO:0009057)",1.93118441911997e-22
"Macromolecule Modification (GO:0043412)",7.14774133945778e-17
"Macrophage Activation (GO:0042116)",1.49057316919177e-11
"Macrophage Activation Involved In Immune Response (GO:0002281)",7.59852522946428e-06
"Macrophage Differentiation (GO:0030225)",2.39192770892789e-08
"Maintenance Of Blood-Brain Barrier (GO:0035633)",2.34178561543386e-05
"Maintenance Of Protein Localization In Organelle (GO:0072595)",3.44667732665837e-08
"Maintenance Of Protein Location In Nucleus (GO:0051457)",9.73301319306172e-09
"Male Gonad Development (GO:0008584)",1.63107685814374e-05
"Maturation Of 5.8S rRNA (GO:0000460)",6.4186073588969e-06
"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",2.36219585557242e-07
"Maturation Of LSU-rRNA (GO:0000470)",3.99688506608688e-07
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",1.81266710898545e-05
"Maturation Of SSU-rRNA (GO:0030490)",5.3163809048956e-08
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",4.68917548327434e-07
"Mature B Cell Differentiation Involved In Immune Response (GO:0002313)",6.57909944485163e-06
"Megakaryocyte Differentiation (GO:0030219)",3.03435367727193e-06
"Meiosis I (GO:0007127)",2.08429954753494e-06
"Melanosome Assembly (GO:1903232)",1.16006949267006e-05
"Melanosome Localization (GO:0032400)",0.000289645903298743
"Melanosome Organization (GO:0032438)",1.30295356639703e-09
"Melanosome Transport (GO:0032402)",0.00020181191753543
"Membrane Assembly (GO:0071709)",7.61390099072862e-07
"Membrane Fission (GO:0090148)",5.2007571425498e-10
"Membrane Fusion (GO:0061025)",8.21506816896428e-09
"Membrane Lipid Biosynthetic Process (GO:0046467)",6.87460266415919e-13
"Membrane Lipid Metabolic Process (GO:0006643)",0.00154267662439763
"Membrane Protein Ectodomain Proteolysis (GO:0006509)",2.61459892149508e-06
"Membrane Protein Intracellular Domain Proteolysis (GO:0031293)",3.85643356155297e-05
"Membrane Protein Proteolysis (GO:0033619)",1.10427464232823e-08
"Memory (GO:0007613)",6.12591089146071e-06
"Mesenchymal Cell Differentiation (GO:0048762)",2.40753540071736e-14
"Mesenchymal Cell Migration (GO:0090497)",1.57650171380402e-06
"Mesenchyme Morphogenesis (GO:0072132)",0.00114116124734107
"Mesoderm Development (GO:0007498)",1.33410112238702e-05
"Mesoderm Formation (GO:0001707)",2.50266236154719e-05
"Metal Ion Transport (GO:0030001)",5.64568880571746e-21
"Metallo-Sulfur Cluster Assembly (GO:0031163)",0.000266902003175018
"Metaphase Plate Congression (GO:0051310)",2.03903413126881e-15
"Methylguanosine-Cap Decapping (GO:0110156)",3.29166533185509e-06
"miRNA Processing (GO:0035196)",3.02760291478521e-06
"miRNA-mediated Gene Silencing (GO:0035195)",2.93594319967807e-05
"miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)",3.13663261531473e-05
"Microglial Cell Activation (GO:0001774)",4.77638975758025e-07
"Microtubule Anchoring At Microtubule Organizing Center (GO:0072393)",0.0148063860473767
"Microtubule Bundle Formation (GO:0001578)",5.80142404811e-11
"Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)",3.07111007749545e-11
"Microtubule Nucleation (GO:0007020)",9.12349279566791e-06
"Microtubule Polymerization (GO:0046785)",1.04647855488247e-05
"Microtubule Polymerization Or Depolymerization (GO:0031109)",0.000214583439050682
"Microvillus Assembly (GO:0030033)",1.1949585303042e-06
"Microvillus Organization (GO:0032528)",5.02267137885443e-06
"Midbody Abscission (GO:0061952)",0.00117277786324139
"Mismatch Repair (GO:0006298)",7.11880457083898e-07
"Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)",9.29457961725367e-17
"Mitochondrial DNA Metabolic Process (GO:0032042)",0.256613890053946
"Mitochondrial RNA Metabolic Process (GO:0000959)",2.65852885897929e-05
"Mitochondrial Calcium Ion Homeostasis (GO:0051560)",0.00104517727036262
"Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)",0.00784085954373951
"Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)",4.78057810678663e-06
"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",2.01454069818192e-08
"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",1.2908986938622e-05
"Mitochondrial Fission (GO:0000266)",0.0024722220384076
"Mitochondrial Fusion (GO:0008053)",2.96630798846496e-05
"Mitochondrial Gene Expression (GO:0140053)",4.22434917623059e-11
"Mitochondrial Genome Maintenance (GO:0000002)",4.18034577996764e-05
"Mitochondrial Membrane Organization (GO:0007006)",3.4389153325006e-07
"Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)",4.10576515950084e-10
"Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)",3.75122209782642e-15
"Mitochondrial Translation (GO:0032543)",1.41704603619865e-13
"Mitochondrial Transport (GO:0006839)",1.71978861514353e-13
"Mitochondrion Disassembly (GO:0061726)",1.24479764083926e-10
"Mitochondrion Distribution (GO:0048311)",2.93010942333397e-05
"Mitochondrion Transport Along Microtubule (GO:0047497)",5.3450744091702e-06
"Mitophagy (GO:0000423)",0.000175021302058337
"Mitotic DNA Damage Checkpoint Signaling (GO:0044773)",3.76956742150788e-17
"Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)",0.00361107512251494
"Mitotic DNA Replication (GO:1902969)",0.00929409067218518
"Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)",3.00002653805515e-08
"Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)",0.000152520005692465
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)",6.84776412966811e-11
"Mitotic G2/M Transition Checkpoint (GO:0044818)",3.33676004683861e-12
"Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)",8.35417882592226e-08
"Mitotic Cell Cycle Phase Transition (GO:0044772)",2.65448313249469e-23
"Mitotic Chromosome Condensation (GO:0007076)",0.000196591326777852
"Mitotic Cytokinesis (GO:0000281)",7.81566627144286e-11
"Mitotic Cytokinetic Process (GO:1902410)",8.74333812093213e-07
"Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)",0.000105384496491514
"Mitotic Metaphase Plate Congression (GO:0007080)",2.9563930288451e-14
"Mitotic Nuclear Division (GO:0140014)",2.33851810602708e-08
"Mitotic Recombination (GO:0006312)",0.000742227106807796
"Mitotic Sister Chromatid Cohesion (GO:0007064)",2.74475166677911e-05
"Mitotic Sister Chromatid Segregation (GO:0000070)",3.85151907897516e-16
"Mitotic Spindle Assembly (GO:0090307)",2.94406931521476e-07
"Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)",8.49369605310993e-07
"Mitotic Spindle Checkpoint Signaling (GO:0071174)",8.49369605310993e-07
"Mitotic Spindle Organization (GO:0007052)",2.83219026333181e-14
"Modified Amino Acid Transport (GO:0072337)",5.34680457492228e-06
"Modulation By Host Of Symbiont Process (GO:0051851)",1.06130637655998e-12
"Modulation By Host Of Viral Genome Replication (GO:0044827)",2.22950936439324e-08
"Modulation By Host Of Viral Process (GO:0044788)",1.07910988879468e-07
"Modulation By Symbiont Of Entry Into Host (GO:0052372)",6.04868287693712e-06
"Modulation Of Chemical Synaptic Transmission (GO:0050804)",2.5502568682581e-17
"Monoatomic Anion Transmembrane Transport (GO:0098656)",2.77884306797319e-05
"Monoatomic Anion Transport (GO:0006820)",2.09490961723701e-09
"Monoatomic Cation Homeostasis (GO:0055080)",3.42474963862949e-09
"Monoatomic Cation Transport (GO:0006812)",4.13151329282477e-07
"Monoatomic Ion Transport (GO:0006811)",5.86085744222e-13
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)",2.66344525897604e-17
"Monocarboxylic Acid Catabolic Process (GO:0072329)",4.38709498157227e-05
"Monocarboxylic Acid Metabolic Process (GO:0032787)",1.19825503280818e-18
"Monocarboxylic Acid Transport (GO:0015718)",2.41670651100194e-06
"Monocyte Chemotaxis (GO:0002548)",7.35615333208798e-13
"Mononuclear Cell Differentiation (GO:1903131)",3.14779333095394e-09
"Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)",0.000131764969454252
"Monoubiquitinated Histone Deubiquitination (GO:0035521)",0.000131764969454252
"Monoubiquitinated Protein Deubiquitination (GO:0035520)",1.20211786561457e-05
"Morphogenesis Of An Epithelium (GO:0002009)",0.000516285575965085
"Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586)",8.35680970072578e-05
"Multivesicular Body Assembly (GO:0036258)",6.22699781432845e-07
"Multivesicular Body Organization (GO:0036257)",2.49349755956761e-07
"Multivesicular Body Sorting Pathway (GO:0071985)",2.50766391425011e-07
"Muscle Cell Development (GO:0055001)",4.28287778502559e-09
"Muscle Cell Differentiation (GO:0042692)",8.26485044012725e-07
"Muscle Contraction (GO:0006936)",4.65110729578953e-16
"Muscle Organ Development (GO:0007517)",6.73945476026133e-12
"Muscle Tissue Development (GO:0060537)",5.45941531382975e-08
"Myelination (GO:0042552)",1.11281619392224e-08
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)",5.73097454083828e-07
"Myeloid Cell Development (GO:0061515)",2.78831158999764e-09
"Myeloid Cell Differentiation (GO:0030099)",3.13201867858391e-19
"Myeloid Dendritic Cell Activation (GO:0001773)",5.76488356659364e-06
"Myeloid Leukocyte Differentiation (GO:0002573)",1.26766951805878e-22
"Myoblast Differentiation (GO:0045445)",9.06811086945708e-05
"Myofibril Assembly (GO:0030239)",1.00399857842912e-05
"Myotube Differentiation (GO:0014902)",1.02852034602146e-05
"Natural Killer Cell Activation (GO:0030101)",3.57019128537861e-10
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)",3.07459660521545e-07
"Natural Killer Cell Mediated Immunity (GO:0002228)",6.5550696168406e-07
"ncRNA Catabolic Process (GO:0034661)",4.06920500422396e-08
"ncRNA Metabolic Process (GO:0034660)",0.0197720692507125
"ncRNA Processing (GO:0034470)",2.82648983457857e-17
"ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)",1.1430703187034e-06
"Negative Chemotaxis (GO:0050919)",4.70838003632886e-05
"Negative Regulation By Host Of Viral Transcription (GO:0043922)",9.88483119754366e-05
"Negative Regulation Of ATP-dependent Activity (GO:0032780)",7.59852522946428e-06
"Negative Regulation Of B Cell Activation (GO:0050869)",4.66797921621695e-08
"Negative Regulation Of B Cell Proliferation (GO:0030889)",7.59852522946428e-06
"Negative Regulation Of BMP Signaling Pathway (GO:0030514)",3.24496464150902e-10
"Negative Regulation Of DNA Binding (GO:0043392)",9.49359528143093e-10
"Negative Regulation Of DNA Biosynthetic Process (GO:2000279)",1.50380126898616e-09
"Negative Regulation Of DNA Metabolic Process (GO:0051053)",9.52171644999721e-10
"Negative Regulation Of DNA Recombination (GO:0045910)",1.01134963124955e-06
"Negative Regulation Of DNA Replication (GO:0008156)",3.77128524408909e-05
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",0.000173364679990864
"Negative Regulation Of ERBB Signaling Pathway (GO:1901185)",1.92003860764351e-05
"Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)",6.91110613281699e-08
"Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)",9.31734516277363e-06
"Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)",2.33424358452246e-10
"Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)",7.94359178013735e-09
"Negative Regulation Of GTPase Activity (GO:0034260)",9.3326609848329e-05
"Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)",2.77437954336867e-13
"Negative Regulation Of JNK Cascade (GO:0046329)",2.67090794935084e-09
"Negative Regulation Of MAP Kinase Activity (GO:0043407)",5.23443632473742e-11
"Negative Regulation Of MAPK Cascade (GO:0043409)",1.9091391979235e-23
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)",1.39789276431039e-24
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)",2.53476625885196e-08
"Negative Regulation Of Notch Signaling Pathway (GO:0045746)",0.0385266337712646
"Negative Regulation Of RNA Biosynthetic Process (GO:1902679)",6.92279294621614e-06
"Negative Regulation Of RNA Metabolic Process (GO:0051253)",3.96830285064219e-06
"Negative Regulation Of RNA Splicing (GO:0033119)",3.13762245592902e-07
"Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)",1.01682719051766e-06
"Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)",0.000360887731943292
"Negative Regulation Of T Cell Activation (GO:0050868)",3.5888224976077e-15
"Negative Regulation Of T Cell Mediated Immunity (GO:0002710)",9.17246202704549e-07
"Negative Regulation Of T Cell Proliferation (GO:0042130)",2.9976556678869e-12
"Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)",8.01445215610066e-08
"Negative Regulation Of TOR Signaling (GO:0032007)",4.60194021393028e-08
"Negative Regulation Of TORC1 Signaling (GO:1904262)",0.00326493311507807
"Negative Regulation Of Wnt Signaling Pathway (GO:0030178)",3.3614674480795e-16
"Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)",0.000190187736482985
"Negative Regulation Of Actin Filament Polymerization (GO:0030837)",2.59901360412827e-07
"Negative Regulation Of Activated T Cell Proliferation (GO:0046007)",0.000312659695928805
"Negative Regulation Of Amide Metabolic Process (GO:0034249)",4.9640411652792e-21
"Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)",6.95234348906089e-06
"Negative Regulation Of Amyloid-Beta Formation (GO:1902430)",9.12463026547126e-06
"Negative Regulation Of Angiogenesis (GO:0016525)",1.39330068574081e-19
"Negative Regulation Of Anoikis (GO:2000811)",6.19969901440919e-07
"Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)",3.06183670562562e-09
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",1.48962575991418e-14
"Negative Regulation Of Autophagy (GO:0010507)",2.53165940731873e-16
"Negative Regulation Of Axon Extension (GO:0030517)",0.000109789561014522
"Negative Regulation Of Axonogenesis (GO:0050771)",1.89825964115303e-05
"Negative Regulation Of Binding (GO:0051100)",2.66987960299306e-25
"Negative Regulation Of Biomineral Tissue Development (GO:0070168)",5.99923570736574e-07
"Negative Regulation Of Biosynthetic Process (GO:0009890)",0.000275899616276708
"Negative Regulation Of Blood Coagulation (GO:0030195)",0.000716139604512534
"Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)",2.20261976538598e-09
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)",5.15977484164487e-18
"Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170)",1.60624217943012e-05
"Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)",1.61895001820339e-07
"Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)",3.51587513264159e-16
"Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912)",3.42873266932609e-07
"Negative Regulation Of Catabolic Process (GO:0009895)",1.76903583831598e-11
"Negative Regulation Of Catalytic Activity (GO:0043086)",1.1731942002347e-07
"Negative Regulation Of Cation Channel Activity (GO:2001258)",7.16616112887961e-06
"Negative Regulation Of Cell Adhesion (GO:0007162)",7.76887114217438e-17
"Negative Regulation Of Cell Communication (GO:0010648)",1.20188577720245e-05
"Negative Regulation Of Cell Cycle (GO:0045786)",4.9095591690767e-21
"Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)",6.03028809814138e-10
"Negative Regulation Of Cell Cycle Process (GO:0010948)",5.6992894126801e-06
"Negative Regulation Of Cell Death (GO:0060548)",6.42346672397454e-12
"Negative Regulation Of Cell Development (GO:0010721)",1.14525124494391e-06
"Negative Regulation Of Cell Growth (GO:0030308)",1.08311833233921e-23
"Negative Regulation Of Cell Junction Assembly (GO:1901889)",5.52393528218404e-08
"Negative Regulation Of Cell Migration (GO:0030336)",8.27978981308774e-23
"Negative Regulation Of Cell Motility (GO:2000146)",1.91466303619053e-20
"Negative Regulation Of Cell Projection Organization (GO:0031345)",8.41646032694812e-09
"Negative Regulation Of Cell-Cell Adhesion (GO:0022408)",4.9208210206404e-13
"Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)",9.1598995669313e-06
"Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)",4.3066634147695e-08
"Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118)",0.000154889194588165
"Negative Regulation Of Cellular Catabolic Process (GO:0031330)",1.63069748491532e-17
"Negative Regulation Of Cellular Component Organization (GO:0051129)",1.82568830928528e-15
"Negative Regulation Of Cellular Metabolic Process (GO:0031324)",1.55699212075231e-10
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)",6.45464920556328e-13
"Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)",2.34401218676259e-10
"Negative Regulation Of Cellular Senescence (GO:2000773)",0.104272276215592
"Negative Regulation Of Chemokine Production (GO:0032682)",1.1731942002347e-07
"Negative Regulation Of Chemotaxis (GO:0050922)",1.05086371645851e-05
"Negative Regulation Of Cilium Assembly (GO:1902018)",1.42767222946594e-06
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)",1.82385710141553e-08
"Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)",6.16632691705033e-05
"Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)",0.000128649909481874
"Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)",4.10935067600749e-14
"Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)",1.28254673768511e-13
"Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)",6.04534402214284e-07
"Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016)",0.000100726900664789
"Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)",1.95665719758938e-17
"Negative Regulation Of Cytoskeleton Organization (GO:0051494)",1.26186034039175e-07
"Negative Regulation Of Defense Response (GO:0031348)",3.72827759707406e-27
"Negative Regulation Of Defense Response To Virus (GO:0050687)",3.01916672572549e-05
"Negative Regulation Of Developmental Growth (GO:0048640)",2.87334036311495e-05
"Negative Regulation Of Developmental Process (GO:0051093)",6.17706438794203e-22
"Negative Regulation Of Double-Strand Break Repair (GO:2000780)",8.16757188339394e-06
"Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)",0.000140816151843452
"Negative Regulation Of Endocytosis (GO:0045806)",2.92504305757902e-09
"Negative Regulation Of Endopeptidase Activity (GO:0010951)",5.59578496233577e-12
"Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236)",2.09433535437352e-05
"Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)",6.44636202761102e-06
"Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)",4.77729605253451e-05
"Negative Regulation Of Endothelial Cell Migration (GO:0010596)",1.57436341521549e-08
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)",3.39716563650147e-08
"Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)",2.2965870389583e-06
"Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)",0.000434193125030204
"Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)",5.60710324952876e-09
"Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)",0.00117691146944627
"Negative Regulation Of Epithelial Cell Migration (GO:0010633)",1.85447910259734e-06
"Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)",2.50326617792292e-12
"Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)",0.000307930602979572
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)",1.13645565340936e-19
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)",1.1731942002347e-07
"Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)",1.08864790491389e-07
"Negative Regulation Of Fat Cell Differentiation (GO:0045599)",5.3742384992459e-06
"Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)",0.00045808316544499
"Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)",0.000119811986843192
"Negative Regulation Of Fibroblast Proliferation (GO:0048147)",4.48158352331267e-06
"Negative Regulation Of Focal Adhesion Assembly (GO:0051895)",0.000154889194588165
"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",9.03470532218547e-09
"Negative Regulation Of Gluconeogenesis (GO:0045721)",0.098891509856476
"Negative Regulation Of Growth (GO:0045926)",1.07798060832926e-28
"Negative Regulation Of Hydrolase Activity (GO:0051346)",1.6017461692111e-09
"Negative Regulation Of Immune Effector Process (GO:0002698)",1.75046806679562e-06
"Negative Regulation Of Immune Response (GO:0050777)",1.42964882446535e-21
"Negative Regulation Of Immune System Process (GO:0002683)",5.33948806232911e-10
"Negative Regulation Of Inflammatory Response (GO:0050728)",1.47182730605392e-24
"Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)",0.000422745917520944
"Negative Regulation Of Innate Immune Response (GO:0045824)",9.14118409388216e-18
"Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)",3.56380911138023e-10
"Negative Regulation Of Interleukin-1 Beta Production (GO:0032691)",1.73514800170286e-07
"Negative Regulation Of Interleukin-1 Production (GO:0032692)",8.70480259708508e-09
"Negative Regulation Of Interleukin-10 Production (GO:0032693)",1.42767222946594e-06
"Negative Regulation Of Interleukin-12 Production (GO:0032695)",5.71103276859972e-05
"Negative Regulation Of Interleukin-2 Production (GO:0032703)",1.98176621875636e-08
"Negative Regulation Of Interleukin-6 Production (GO:0032715)",1.83919827605956e-08
"Negative Regulation Of Interleukin-8 Production (GO:0032717)",1.48346986527503e-06
"Negative Regulation Of Intracellular Protein Transport (GO:0090317)",1.60913426304174e-08
"Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)",5.90664428331008e-05
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)",1.33464891876587e-14
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)",1.0918795223132e-06
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)",1.43432831292691e-07
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)",2.71908341541185e-05
"Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)",1.3298379205758e-05
"Negative Regulation Of Kinase Activity (GO:0033673)",7.35106016150507e-13
"Negative Regulation Of Leukocyte Activation (GO:0002695)",0.000101564430034253
"Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038)",2.69541717771465e-07
"Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)",2.69617346068159e-06
"Negative Regulation Of Lipid Biosynthetic Process (GO:0051055)",0.000485449554132018
"Negative Regulation Of Lipid Catabolic Process (GO:0050995)",0.000142702026817688
"Negative Regulation Of Lipid Metabolic Process (GO:0045833)",2.13916781745612e-05
"Negative Regulation Of Lipid Storage (GO:0010888)",8.57773441306637e-08
"Negative Regulation Of Lymphocyte Activation (GO:0051250)",9.73301319306172e-09
"Negative Regulation Of Lymphocyte Proliferation (GO:0050672)",4.210270539493e-13
"Negative Regulation Of mRNA Catabolic Process (GO:1902373)",2.83866619461592e-07
"Negative Regulation Of mRNA Processing (GO:0050686)",8.17902097501487e-06
"Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)",2.63320632920113e-05
"Negative Regulation Of Macroautophagy (GO:0016242)",9.73301319306172e-09
